Source,Target,Number of samples,Correlation,Method,ROI,Image index
sub01,sub02,6000,0.013519251977733883,content_loss,VC,1.0
sub01,sub02,6000,0.03874727897113062,content_loss,VC,2.0
sub01,sub02,6000,0.030986516039376594,content_loss,VC,3.0
sub01,sub02,6000,0.01782533325159606,content_loss,VC,4.0
sub01,sub02,6000,0.016206996050808133,content_loss,VC,5.0
sub01,sub02,6000,0.021593872684606392,content_loss,VC,6.0
sub01,sub02,6000,0.02494812996593202,content_loss,VC,7.0
sub01,sub02,6000,0.010806541305693012,content_loss,VC,8.0
sub01,sub02,6000,0.022696214870136622,content_loss,VC,9.0
sub01,sub02,6000,0.01814096961407434,content_loss,VC,10.0
sub01,sub02,6000,0.031157785864478378,content_loss,VC,11.0
sub01,sub02,6000,0.014771966868585836,content_loss,VC,12.0
sub01,sub02,6000,0.018717082575420003,content_loss,VC,13.0
sub01,sub02,6000,0.025704665896267125,content_loss,VC,14.0
sub01,sub02,6000,0.03173803485932274,content_loss,VC,15.0
sub01,sub02,6000,0.05332777789925788,content_loss,VC,16.0
sub01,sub02,6000,0.01728981315153276,content_loss,VC,17.0
sub01,sub02,6000,0.03257348169623065,content_loss,VC,18.0
sub01,sub02,6000,0.01636254393716024,content_loss,VC,19.0
sub01,sub02,6000,0.02074569739293146,content_loss,VC,20.0
sub01,sub02,6000,0.03589353444415792,content_loss,VC,21.0
sub01,sub02,6000,0.047741387246087064,content_loss,VC,22.0
sub01,sub02,6000,0.01899272692302033,content_loss,VC,23.0
sub01,sub02,6000,0.013704164874024143,content_loss,VC,24.0
sub01,sub02,6000,0.016105085870266878,content_loss,VC,25.0
sub01,sub02,6000,0.01795744984625336,content_loss,VC,26.0
sub01,sub02,6000,0.025253476273722777,content_loss,VC,27.0
sub01,sub02,6000,0.031379967420199745,content_loss,VC,28.0
sub01,sub02,6000,0.010037745284985796,content_loss,VC,29.0
sub01,sub02,6000,0.022740815568512523,content_loss,VC,30.0
sub01,sub02,6000,0.013150533124553174,content_loss,VC,31.0
sub01,sub02,6000,0.03201735597448166,content_loss,VC,32.0
sub01,sub02,6000,0.021428985968978718,content_loss,VC,33.0
sub01,sub02,6000,0.019798134073173042,content_loss,VC,34.0
sub01,sub02,6000,0.011377842731071102,content_loss,VC,35.0
sub01,sub02,6000,0.0258331968768687,content_loss,VC,36.0
sub01,sub02,6000,0.07313652425244783,content_loss,VC,37.0
sub01,sub02,6000,0.029283295146910353,content_loss,VC,38.0
sub01,sub02,6000,0.01462158001232299,content_loss,VC,39.0
sub01,sub02,6000,0.022594442879137665,content_loss,VC,40.0
sub01,sub02,6000,0.017655613101309923,content_loss,VC,41.0
sub01,sub02,6000,0.031035737088640516,content_loss,VC,42.0
sub01,sub02,6000,0.02278124624116198,content_loss,VC,43.0
sub01,sub02,6000,0.013707298398663364,content_loss,VC,44.0
sub01,sub02,6000,0.03218310255899561,content_loss,VC,45.0
sub01,sub02,6000,0.024954423142872932,content_loss,VC,46.0
sub01,sub02,6000,0.020595960869470693,content_loss,VC,47.0
sub01,sub02,6000,0.023989827934380474,content_loss,VC,48.0
sub01,sub02,6000,0.027315170843780143,content_loss,VC,49.0
sub01,sub02,6000,0.019753490623210055,content_loss,VC,50.0
sub01,sub02,6000,0.024746547608379316,content_loss,V1,1.0
sub01,sub02,6000,0.04118832834952456,content_loss,V1,2.0
sub01,sub02,6000,0.043111715266813046,content_loss,V1,3.0
sub01,sub02,6000,0.0280878224301897,content_loss,V1,4.0
sub01,sub02,6000,0.02927028074917397,content_loss,V1,5.0
sub01,sub02,6000,0.034753174463175135,content_loss,V1,6.0
sub01,sub02,6000,0.039193038724227185,content_loss,V1,7.0
sub01,sub02,6000,0.018250366066364262,content_loss,V1,8.0
sub01,sub02,6000,0.02273708697312473,content_loss,V1,9.0
sub01,sub02,6000,0.02649117685369186,content_loss,V1,10.0
sub01,sub02,6000,0.053139747431699386,content_loss,V1,11.0
sub01,sub02,6000,0.03001666257241151,content_loss,V1,12.0
sub01,sub02,6000,0.016180515780654887,content_loss,V1,13.0
sub01,sub02,6000,0.04045720099817128,content_loss,V1,14.0
sub01,sub02,6000,0.030608670700526492,content_loss,V1,15.0
sub01,sub02,6000,0.1147028790524158,content_loss,V1,16.0
sub01,sub02,6000,0.019187539345477497,content_loss,V1,17.0
sub01,sub02,6000,0.05242487735609896,content_loss,V1,18.0
sub01,sub02,6000,0.014662863191036641,content_loss,V1,19.0
sub01,sub02,6000,0.035808274860417634,content_loss,V1,20.0
sub01,sub02,6000,0.06980677146014963,content_loss,V1,21.0
sub01,sub02,6000,0.05605155564249326,content_loss,V1,22.0
sub01,sub02,6000,0.0304661835469362,content_loss,V1,23.0
sub01,sub02,6000,0.019769124172841226,content_loss,V1,24.0
sub01,sub02,6000,0.021903216661720973,content_loss,V1,25.0
sub01,sub02,6000,0.027508201304206496,content_loss,V1,26.0
sub01,sub02,6000,0.025654022755294863,content_loss,V1,27.0
sub01,sub02,6000,0.05556763409659059,content_loss,V1,28.0
sub01,sub02,6000,0.025449475514444722,content_loss,V1,29.0
sub01,sub02,6000,0.02199320105366575,content_loss,V1,30.0
sub01,sub02,6000,0.011656214962217552,content_loss,V1,31.0
sub01,sub02,6000,0.03171494104439695,content_loss,V1,32.0
sub01,sub02,6000,0.022575367887070565,content_loss,V1,33.0
sub01,sub02,6000,0.033692416494774474,content_loss,V1,34.0
sub01,sub02,6000,0.016655283474261276,content_loss,V1,35.0
sub01,sub02,6000,0.03772081651361506,content_loss,V1,36.0
sub01,sub02,6000,0.14357008313804875,content_loss,V1,37.0
sub01,sub02,6000,0.02654612752234564,content_loss,V1,38.0
sub01,sub02,6000,0.025850942584247402,content_loss,V1,39.0
sub01,sub02,6000,0.03135026273214968,content_loss,V1,40.0
sub01,sub02,6000,0.011838718958154354,content_loss,V1,41.0
sub01,sub02,6000,0.05060224776471409,content_loss,V1,42.0
sub01,sub02,6000,0.050074564801268054,content_loss,V1,43.0
sub01,sub02,6000,0.017140967153238165,content_loss,V1,44.0
sub01,sub02,6000,0.05560960558978597,content_loss,V1,45.0
sub01,sub02,6000,0.04411217722605802,content_loss,V1,46.0
sub01,sub02,6000,0.028976215470864437,content_loss,V1,47.0
sub01,sub02,6000,0.030064277069971168,content_loss,V1,48.0
sub01,sub02,6000,0.032239780232752396,content_loss,V1,49.0
sub01,sub02,6000,0.031247418217594383,content_loss,V1,50.0
sub01,sub02,6000,0.01501566167741148,content_loss,V2,1.0
sub01,sub02,6000,0.03062983166914986,content_loss,V2,2.0
sub01,sub02,6000,0.03179513177576345,content_loss,V2,3.0
sub01,sub02,6000,0.013574621658314391,content_loss,V2,4.0
sub01,sub02,6000,0.018817726537768305,content_loss,V2,5.0
sub01,sub02,6000,0.020493155060217268,content_loss,V2,6.0
sub01,sub02,6000,0.02368212512589388,content_loss,V2,7.0
sub01,sub02,6000,0.010823206063166953,content_loss,V2,8.0
sub01,sub02,6000,0.011317300123688142,content_loss,V2,9.0
sub01,sub02,6000,0.016131000215418224,content_loss,V2,10.0
sub01,sub02,6000,0.04002479264016768,content_loss,V2,11.0
sub01,sub02,6000,0.013962760115368407,content_loss,V2,12.0
sub01,sub02,6000,0.015067847303423896,content_loss,V2,13.0
sub01,sub02,6000,0.03064900727085973,content_loss,V2,14.0
sub01,sub02,6000,0.0267123369798637,content_loss,V2,15.0
sub01,sub02,6000,0.07334218449700548,content_loss,V2,16.0
sub01,sub02,6000,0.014219386478670937,content_loss,V2,17.0
sub01,sub02,6000,0.04136464104907156,content_loss,V2,18.0
sub01,sub02,6000,0.016401911394658988,content_loss,V2,19.0
sub01,sub02,6000,0.023927851593086538,content_loss,V2,20.0
sub01,sub02,6000,0.0507610215019925,content_loss,V2,21.0
sub01,sub02,6000,0.04078248470878362,content_loss,V2,22.0
sub01,sub02,6000,0.016203586918149566,content_loss,V2,23.0
sub01,sub02,6000,0.013699966179464692,content_loss,V2,24.0
sub01,sub02,6000,0.01740290562589325,content_loss,V2,25.0
sub01,sub02,6000,0.023598103587224657,content_loss,V2,26.0
sub01,sub02,6000,0.021277347597143902,content_loss,V2,27.0
sub01,sub02,6000,0.047512300606832834,content_loss,V2,28.0
sub01,sub02,6000,0.011574480956658422,content_loss,V2,29.0
sub01,sub02,6000,0.022606083475815344,content_loss,V2,30.0
sub01,sub02,6000,0.006317697445727258,content_loss,V2,31.0
sub01,sub02,6000,0.023118656153528996,content_loss,V2,32.0
sub01,sub02,6000,0.013691332974100806,content_loss,V2,33.0
sub01,sub02,6000,0.020818796157973492,content_loss,V2,34.0
sub01,sub02,6000,0.014118357268729224,content_loss,V2,35.0
sub01,sub02,6000,0.03237763406847999,content_loss,V2,36.0
sub01,sub02,6000,0.09536216232231777,content_loss,V2,37.0
sub01,sub02,6000,0.0189767108713628,content_loss,V2,38.0
sub01,sub02,6000,0.019349358029558082,content_loss,V2,39.0
sub01,sub02,6000,0.017876957699975212,content_loss,V2,40.0
sub01,sub02,6000,0.009406038791521368,content_loss,V2,41.0
sub01,sub02,6000,0.031533021289563146,content_loss,V2,42.0
sub01,sub02,6000,0.022653531921181132,content_loss,V2,43.0
sub01,sub02,6000,0.011662728147860912,content_loss,V2,44.0
sub01,sub02,6000,0.03491037913485186,content_loss,V2,45.0
sub01,sub02,6000,0.03314453434596357,content_loss,V2,46.0
sub01,sub02,6000,0.013281491907388917,content_loss,V2,47.0
sub01,sub02,6000,0.023487739809193685,content_loss,V2,48.0
sub01,sub02,6000,0.021844810621775543,content_loss,V2,49.0
sub01,sub02,6000,0.022304959390703507,content_loss,V2,50.0
sub01,sub02,6000,0.013453605714962348,content_loss,V3,1.0
sub01,sub02,6000,0.04396589148125848,content_loss,V3,2.0
sub01,sub02,6000,0.0372537166807885,content_loss,V3,3.0
sub01,sub02,6000,0.011066855633288276,content_loss,V3,4.0
sub01,sub02,6000,0.02225315993929912,content_loss,V3,5.0
sub01,sub02,6000,0.019456293904737045,content_loss,V3,6.0
sub01,sub02,6000,0.022550101127850955,content_loss,V3,7.0
sub01,sub02,6000,0.009479947706650836,content_loss,V3,8.0
sub01,sub02,6000,0.014663070763666365,content_loss,V3,9.0
sub01,sub02,6000,0.0163081235566827,content_loss,V3,10.0
sub01,sub02,6000,0.03465766918284813,content_loss,V3,11.0
sub01,sub02,6000,0.010662837170480803,content_loss,V3,12.0
sub01,sub02,6000,0.013849610601872108,content_loss,V3,13.0
sub01,sub02,6000,0.028273360363484292,content_loss,V3,14.0
sub01,sub02,6000,0.023197698181569082,content_loss,V3,15.0
sub01,sub02,6000,0.05862616821450338,content_loss,V3,16.0
sub01,sub02,6000,0.017720945927068923,content_loss,V3,17.0
sub01,sub02,6000,0.03828956518694112,content_loss,V3,18.0
sub01,sub02,6000,0.018615880566522785,content_loss,V3,19.0
sub01,sub02,6000,0.023606827665038608,content_loss,V3,20.0
sub01,sub02,6000,0.040620566665235204,content_loss,V3,21.0
sub01,sub02,6000,0.03679023086205407,content_loss,V3,22.0
sub01,sub02,6000,0.014312433344715877,content_loss,V3,23.0
sub01,sub02,6000,0.014367141369473209,content_loss,V3,24.0
sub01,sub02,6000,0.020293845158468035,content_loss,V3,25.0
sub01,sub02,6000,0.028340317053079402,content_loss,V3,26.0
sub01,sub02,6000,0.020813983476766672,content_loss,V3,27.0
sub01,sub02,6000,0.03898675557171224,content_loss,V3,28.0
sub01,sub02,6000,0.00910633860202915,content_loss,V3,29.0
sub01,sub02,6000,0.02364623358961462,content_loss,V3,30.0
sub01,sub02,6000,0.015796212139934703,content_loss,V3,31.0
sub01,sub02,6000,0.028620257684876742,content_loss,V3,32.0
sub01,sub02,6000,0.02390725063305936,content_loss,V3,33.0
sub01,sub02,6000,0.01863139398632125,content_loss,V3,34.0
sub01,sub02,6000,0.01516602012046656,content_loss,V3,35.0
sub01,sub02,6000,0.03037907802633759,content_loss,V3,36.0
sub01,sub02,6000,0.05878070292073913,content_loss,V3,37.0
sub01,sub02,6000,0.023090554024466442,content_loss,V3,38.0
sub01,sub02,6000,0.016145007926178748,content_loss,V3,39.0
sub01,sub02,6000,0.024862648947803795,content_loss,V3,40.0
sub01,sub02,6000,0.014924966588442397,content_loss,V3,41.0
sub01,sub02,6000,0.040873466435129256,content_loss,V3,42.0
sub01,sub02,6000,0.021934095631114887,content_loss,V3,43.0
sub01,sub02,6000,0.017374862285798383,content_loss,V3,44.0
sub01,sub02,6000,0.0303727772745143,content_loss,V3,45.0
sub01,sub02,6000,0.0337981918423782,content_loss,V3,46.0
sub01,sub02,6000,0.022991226319320705,content_loss,V3,47.0
sub01,sub02,6000,0.01828179636419216,content_loss,V3,48.0
sub01,sub02,6000,0.030632420957801706,content_loss,V3,49.0
sub01,sub02,6000,0.01575780168969399,content_loss,V3,50.0
sub01,sub02,6000,0.01938527562993094,content_loss,V4,1.0
sub01,sub02,6000,0.04630275384660113,content_loss,V4,2.0
sub01,sub02,6000,0.04187628966521462,content_loss,V4,3.0
sub01,sub02,6000,0.017727059947182704,content_loss,V4,4.0
sub01,sub02,6000,0.00966320310618373,content_loss,V4,5.0
sub01,sub02,6000,0.021194569295540408,content_loss,V4,6.0
sub01,sub02,6000,0.027014284832379245,content_loss,V4,7.0
sub01,sub02,6000,0.00869526014679992,content_loss,V4,8.0
sub01,sub02,6000,0.03652579385831693,content_loss,V4,9.0
sub01,sub02,6000,0.020611786099427785,content_loss,V4,10.0
sub01,sub02,6000,0.020577796606386343,content_loss,V4,11.0
sub01,sub02,6000,0.015603639962686072,content_loss,V4,12.0
sub01,sub02,6000,0.030017991518885796,content_loss,V4,13.0
sub01,sub02,6000,0.025719552225598356,content_loss,V4,14.0
sub01,sub02,6000,0.05017137427760909,content_loss,V4,15.0
sub01,sub02,6000,0.025712305955484918,content_loss,V4,16.0
sub01,sub02,6000,0.0257106092037154,content_loss,V4,17.0
sub01,sub02,6000,0.021658893729274743,content_loss,V4,18.0
sub01,sub02,6000,0.010240642545503297,content_loss,V4,19.0
sub01,sub02,6000,0.01820478384142057,content_loss,V4,20.0
sub01,sub02,6000,0.03096971215798989,content_loss,V4,21.0
sub01,sub02,6000,0.05333571842956231,content_loss,V4,22.0
sub01,sub02,6000,0.012478829750204708,content_loss,V4,23.0
sub01,sub02,6000,0.01308254409931907,content_loss,V4,24.0
sub01,sub02,6000,0.015855865043024005,content_loss,V4,25.0
sub01,sub02,6000,0.02536175927377704,content_loss,V4,26.0
sub01,sub02,6000,0.028716811084682256,content_loss,V4,27.0
sub01,sub02,6000,0.030575001084411753,content_loss,V4,28.0
sub01,sub02,6000,0.007243659103707801,content_loss,V4,29.0
sub01,sub02,6000,0.022627140190427466,content_loss,V4,30.0
sub01,sub02,6000,0.016251784193100503,content_loss,V4,31.0
sub01,sub02,6000,0.03009287477040873,content_loss,V4,32.0
sub01,sub02,6000,0.021354929346515086,content_loss,V4,33.0
sub01,sub02,6000,0.016446848452960863,content_loss,V4,34.0
sub01,sub02,6000,0.01488568670436959,content_loss,V4,35.0
sub01,sub02,6000,0.021593083761892767,content_loss,V4,36.0
sub01,sub02,6000,0.03162245537214647,content_loss,V4,37.0
sub01,sub02,6000,0.03523582756549908,content_loss,V4,38.0
sub01,sub02,6000,0.011232682710033205,content_loss,V4,39.0
sub01,sub02,6000,0.02343097516259885,content_loss,V4,40.0
sub01,sub02,6000,0.03750479368692264,content_loss,V4,41.0
sub01,sub02,6000,0.03449443132577535,content_loss,V4,42.0
sub01,sub02,6000,0.02050931035291538,content_loss,V4,43.0
sub01,sub02,6000,0.012457996922909359,content_loss,V4,44.0
sub01,sub02,6000,0.035216132032345734,content_loss,V4,45.0
sub01,sub02,6000,0.008565165481123056,content_loss,V4,46.0
sub01,sub02,6000,0.027550861313080197,content_loss,V4,47.0
sub01,sub02,6000,0.022655473799687062,content_loss,V4,48.0
sub01,sub02,6000,0.03811089034241151,content_loss,V4,49.0
sub01,sub02,6000,0.019647593853313022,content_loss,V4,50.0
sub01,sub02,6000,0.006444506636037588,content_loss,HVC,1.0
sub01,sub02,6000,0.04046559652838629,content_loss,HVC,2.0
sub01,sub02,6000,0.0184583888919827,content_loss,HVC,3.0
sub01,sub02,6000,0.01806908735289201,content_loss,HVC,4.0
sub01,sub02,6000,0.005626287978685906,content_loss,HVC,5.0
sub01,sub02,6000,0.017724744804878453,content_loss,HVC,6.0
sub01,sub02,6000,0.018763284054957117,content_loss,HVC,7.0
sub01,sub02,6000,0.00613388647522633,content_loss,HVC,8.0
sub01,sub02,6000,0.03186513807971604,content_loss,HVC,9.0
sub01,sub02,6000,0.014152481712381216,content_loss,HVC,10.0
sub01,sub02,6000,0.015323240289496144,content_loss,HVC,11.0
sub01,sub02,6000,0.008823345961554572,content_loss,HVC,12.0
sub01,sub02,6000,0.0232944782553325,content_loss,HVC,13.0
sub01,sub02,6000,0.016239489615036105,content_loss,HVC,14.0
sub01,sub02,6000,0.040176671168046456,content_loss,HVC,15.0
sub01,sub02,6000,0.00835152593046181,content_loss,HVC,16.0
sub01,sub02,6000,0.014875797848222298,content_loss,HVC,17.0
sub01,sub02,6000,0.01651242939441789,content_loss,HVC,18.0
sub01,sub02,6000,0.01641830173423896,content_loss,HVC,19.0
sub01,sub02,6000,0.010803737432800137,content_loss,HVC,20.0
sub01,sub02,6000,0.012637113546204108,content_loss,HVC,21.0
sub01,sub02,6000,0.05495685857640136,content_loss,HVC,22.0
sub01,sub02,6000,0.01620271710805135,content_loss,HVC,23.0
sub01,sub02,6000,0.010897132401854739,content_loss,HVC,24.0
sub01,sub02,6000,0.0105045019058031,content_loss,HVC,25.0
sub01,sub02,6000,0.004363304534938683,content_loss,HVC,26.0
sub01,sub02,6000,0.02750251465395321,content_loss,HVC,27.0
sub01,sub02,6000,0.008939639889921457,content_loss,HVC,28.0
sub01,sub02,6000,0.0014562489225199832,content_loss,HVC,29.0
sub01,sub02,6000,0.024527523945932415,content_loss,HVC,30.0
sub01,sub02,6000,0.015745198680641014,content_loss,HVC,31.0
sub01,sub02,6000,0.03768469187972218,content_loss,HVC,32.0
sub01,sub02,6000,0.020924478978689907,content_loss,HVC,33.0
sub01,sub02,6000,0.014046793120715282,content_loss,HVC,34.0
sub01,sub02,6000,0.005445896897568906,content_loss,HVC,35.0
sub01,sub02,6000,0.01520091850595634,content_loss,HVC,36.0
sub01,sub02,6000,0.02633957737687623,content_loss,HVC,37.0
sub01,sub02,6000,0.03767265080006363,content_loss,HVC,38.0
sub01,sub02,6000,0.007079490732895109,content_loss,HVC,39.0
sub01,sub02,6000,0.01784407358919366,content_loss,HVC,40.0
sub01,sub02,6000,0.023589572363224967,content_loss,HVC,41.0
sub01,sub02,6000,0.01772818225710337,content_loss,HVC,42.0
sub01,sub02,6000,0.0060408447213765515,content_loss,HVC,43.0
sub01,sub02,6000,0.012769840074591168,content_loss,HVC,44.0
sub01,sub02,6000,0.018457117601291224,content_loss,HVC,45.0
sub01,sub02,6000,0.00795829044993479,content_loss,HVC,46.0
sub01,sub02,6000,0.016559039965365153,content_loss,HVC,47.0
sub01,sub02,6000,0.02611534616359888,content_loss,HVC,48.0
sub01,sub02,6000,0.024376020016790886,content_loss,HVC,49.0
sub01,sub02,6000,0.015120368353915774,content_loss,HVC,50.0
sub01,sub03,6000,0.020914986359614487,content_loss,VC,1.0
sub01,sub03,6000,0.04421736215107007,content_loss,VC,2.0
sub01,sub03,6000,0.02977701023933664,content_loss,VC,3.0
sub01,sub03,6000,0.024799801077187027,content_loss,VC,4.0
sub01,sub03,6000,0.02168518106904628,content_loss,VC,5.0
sub01,sub03,6000,0.020377131274280855,content_loss,VC,6.0
sub01,sub03,6000,0.021969979162577518,content_loss,VC,7.0
sub01,sub03,6000,0.015130299140452004,content_loss,VC,8.0
sub01,sub03,6000,0.027861409469866514,content_loss,VC,9.0
sub01,sub03,6000,0.022291910899999712,content_loss,VC,10.0
sub01,sub03,6000,0.022990412837927538,content_loss,VC,11.0
sub01,sub03,6000,0.014028187457381028,content_loss,VC,12.0
sub01,sub03,6000,0.0295695637642087,content_loss,VC,13.0
sub01,sub03,6000,0.030763985795389723,content_loss,VC,14.0
sub01,sub03,6000,0.037286775727223755,content_loss,VC,15.0
sub01,sub03,6000,0.07679158425637826,content_loss,VC,16.0
sub01,sub03,6000,0.025012057695758497,content_loss,VC,17.0
sub01,sub03,6000,0.040476680977142535,content_loss,VC,18.0
sub01,sub03,6000,0.023076328088396634,content_loss,VC,19.0
sub01,sub03,6000,0.026419064206612355,content_loss,VC,20.0
sub01,sub03,6000,0.04445159684215508,content_loss,VC,21.0
sub01,sub03,6000,0.045970487829588944,content_loss,VC,22.0
sub01,sub03,6000,0.022432403939501376,content_loss,VC,23.0
sub01,sub03,6000,0.018570172379303838,content_loss,VC,24.0
sub01,sub03,6000,0.024826952839896603,content_loss,VC,25.0
sub01,sub03,6000,0.0207678608937815,content_loss,VC,26.0
sub01,sub03,6000,0.032548174021527404,content_loss,VC,27.0
sub01,sub03,6000,0.03880757984607938,content_loss,VC,28.0
sub01,sub03,6000,0.012258773151713243,content_loss,VC,29.0
sub01,sub03,6000,0.025879009341644683,content_loss,VC,30.0
sub01,sub03,6000,0.016745455100522624,content_loss,VC,31.0
sub01,sub03,6000,0.0357136350758146,content_loss,VC,32.0
sub01,sub03,6000,0.03038776895851432,content_loss,VC,33.0
sub01,sub03,6000,0.02931908414716348,content_loss,VC,34.0
sub01,sub03,6000,0.014511414973279449,content_loss,VC,35.0
sub01,sub03,6000,0.031732130608337315,content_loss,VC,36.0
sub01,sub03,6000,0.08318880242642829,content_loss,VC,37.0
sub01,sub03,6000,0.04242498938258795,content_loss,VC,38.0
sub01,sub03,6000,0.01759845515792449,content_loss,VC,39.0
sub01,sub03,6000,0.027854161438054,content_loss,VC,40.0
sub01,sub03,6000,0.0262966526110822,content_loss,VC,41.0
sub01,sub03,6000,0.036268787349359885,content_loss,VC,42.0
sub01,sub03,6000,0.024603483842682475,content_loss,VC,43.0
sub01,sub03,6000,0.017146764701155608,content_loss,VC,44.0
sub01,sub03,6000,0.0339035833289877,content_loss,VC,45.0
sub01,sub03,6000,0.03896819429284691,content_loss,VC,46.0
