Subject,Correlation,ROI,Image index
sub-03,0.0817460300418526,V1,10.0
sub-03,0.086060989821657,V1,11.0
sub-03,0.05374255470786569,V1,12.0
sub-03,0.07382047272809018,V1,13.0
sub-03,0.06480654166261857,V1,14.0
sub-03,0.15128966448995815,V1,15.0
sub-03,0.2465168147686348,V1,16.0
sub-03,0.05908924120433997,V1,17.0
sub-03,0.21166024818397788,V1,18.0
sub-03,0.056011266702413964,V1,19.0
sub-03,0.0950246763070493,V1,20.0
sub-03,0.1615637908982828,V1,21.0
sub-03,0.10152325713292312,V1,22.0
sub-03,0.09212891690631053,V1,23.0
sub-03,0.07334022761437894,V1,24.0
sub-03,0.07602283887956811,V1,25.0
sub-03,0.08512815777640989,V1,26.0
sub-03,0.11267831352956034,V1,27.0
sub-03,0.15866268719552853,V1,28.0
sub-03,0.09895603543631779,V1,29.0
sub-03,0.050830766750641444,V1,30.0
sub-03,0.06233094558486649,V1,31.0
sub-03,0.07934564301628998,V1,32.0
sub-03,0.1080619141856626,V1,33.0
sub-03,0.10144558328052711,V1,34.0
sub-03,0.04638500368715453,V1,35.0
sub-03,0.1349165397842078,V1,36.0
sub-03,0.2916656805223783,V1,37.0
sub-03,0.0873667873476652,V1,38.0
sub-03,0.07598168869263386,V1,39.0
sub-03,0.09035484691966342,V1,40.0
sub-03,0.05666626117946497,V1,41.0
sub-03,0.13005050294032774,V1,42.0
sub-03,0.09012604462671947,V1,43.0
sub-03,0.05565006618527391,V1,44.0
sub-03,0.12798932633917942,V1,45.0
sub-03,0.20229369662662963,V1,46.0
sub-03,0.07247116357166382,V1,47.0
sub-03,0.11444110106626142,V1,48.0
sub-03,0.10598259940546195,V1,49.0
sub-03,0.12082310196744704,V1,50.0
sub-03,0.08585270564882036,V2,1.0
sub-03,0.07217909802085602,V2,2.0
sub-03,0.08690865928618892,V2,3.0
sub-03,0.052285085726775364,V2,4.0
sub-03,0.11581602300404419,V2,5.0
sub-03,0.05252414733771095,V2,6.0
sub-03,0.07239534527312347,V2,7.0
sub-03,0.046825366181891995,V2,8.0
sub-03,0.032262556972762264,V2,9.0
sub-03,0.08298323311806448,V2,10.0
sub-03,0.05315547517287613,V2,11.0
sub-03,0.03777776122500875,V2,12.0
sub-03,0.06957974983323618,V2,13.0
sub-03,0.05422932015357043,V2,14.0
sub-03,0.12123060398238225,V2,15.0
sub-03,0.2395158418963667,V2,16.0
sub-03,0.07078929147376865,V2,17.0
sub-03,0.1680495540620528,V2,18.0
sub-03,0.057198226187998004,V2,19.0
sub-03,0.05739233648505391,V2,20.0
sub-03,0.09086878437786572,V2,21.0
sub-03,0.08155936177042543,V2,22.0
sub-03,0.05020278330319807,V2,23.0
sub-03,0.05349177946892729,V2,24.0
sub-03,0.06389504554279746,V2,25.0
sub-03,0.098317138375009,V2,26.0
sub-03,0.10604883863866627,V2,27.0
sub-03,0.12366162535354061,V2,28.0
sub-03,0.051431538733056205,V2,29.0
sub-03,0.05484704453346096,V2,30.0
sub-03,0.032478863063673424,V2,31.0
sub-03,0.05687937024346774,V2,32.0
sub-03,0.077289010002327,V2,33.0
sub-03,0.06831608816799647,V2,34.0
sub-03,0.05643110664923549,V2,35.0
sub-03,0.10006777386861362,V2,36.0
sub-03,0.2796069006841089,V2,37.0
sub-03,0.0772528865002305,V2,38.0
sub-03,0.05754629322209035,V2,39.0
sub-03,0.08428263988657277,V2,40.0
sub-03,0.05242330653024163,V2,41.0
sub-03,0.11485119617219323,V2,42.0
sub-03,0.04857854664426667,V2,43.0
sub-03,0.04127776360204956,V2,44.0
sub-03,0.09786302001922592,V2,45.0
sub-03,0.14943969950661665,V2,46.0
sub-03,0.04879776375661482,V2,47.0
sub-03,0.10519419809718841,V2,48.0
sub-03,0.06326236782369443,V2,49.0
sub-03,0.10754234627068963,V2,50.0
sub-03,0.07123795899719906,V3,1.0
sub-03,0.0776938742527794,V3,2.0
sub-03,0.0690099120757604,V3,3.0
sub-03,0.05323857973355071,V3,4.0
sub-03,0.1153286383031516,V3,5.0
sub-03,0.03785906502518492,V3,6.0
sub-03,0.06171445574925221,V3,7.0
sub-03,0.03843315279034394,V3,8.0
sub-03,0.03562048301447064,V3,9.0
sub-03,0.07190525706466751,V3,10.0
sub-03,0.04340956802845348,V3,11.0
sub-03,0.025478651779074244,V3,12.0
sub-03,0.07883560372572855,V3,13.0
sub-03,0.06713154649157138,V3,14.0
sub-03,0.11139033617088202,V3,15.0
sub-03,0.2074769795207059,V3,16.0
sub-03,0.0770909252510722,V3,17.0
sub-03,0.13932842103414983,V3,18.0
sub-03,0.05449336314555251,V3,19.0
sub-03,0.04903931320439983,V3,20.0
sub-03,0.11539417081076084,V3,21.0
sub-03,0.0711334373269576,V3,22.0
sub-03,0.044032392081591,V3,23.0
sub-03,0.05464462992842077,V3,24.0
sub-03,0.05865729731288988,V3,25.0
sub-03,0.12434944351441962,V3,26.0
sub-03,0.08496579088872921,V3,27.0
sub-03,0.09943140654872436,V3,28.0
sub-03,0.04431074097132828,V3,29.0
sub-03,0.05711895965209906,V3,30.0
sub-03,0.03367123516166362,V3,31.0
sub-03,0.062292896117400826,V3,32.0
sub-03,0.07930018589881768,V3,33.0
sub-03,0.07738002182749522,V3,34.0
sub-03,0.046866348482932224,V3,35.0
sub-03,0.10207740113657904,V3,36.0
sub-03,0.251758561317424,V3,37.0
sub-03,0.07579322676690342,V3,38.0
sub-03,0.04643569271310188,V3,39.0
sub-03,0.06827364219857535,V3,40.0
sub-03,0.04874316859740889,V3,41.0
sub-03,0.14478069453673273,V3,42.0
sub-03,0.04416704955662927,V3,43.0
sub-03,0.060363356648190314,V3,44.0
sub-03,0.09203433017294153,V3,45.0
sub-03,0.11622036592178775,V3,46.0
sub-03,0.04195167507234318,V3,47.0
sub-03,0.07962844011027935,V3,48.0
sub-03,0.07202404157788202,V3,49.0
sub-03,0.07455222589240636,V3,50.0
sub-03,0.04756339832403458,V4,1.0
sub-03,0.06577291867107046,V4,2.0
sub-03,0.06848064703572794,V4,3.0
sub-03,0.039846437051443404,V4,4.0
sub-03,0.07348491279698882,V4,5.0
sub-03,0.032555594507781956,V4,6.0
sub-03,0.04909140964918786,V4,7.0
sub-03,0.03243351049469323,V4,8.0
sub-03,0.05258686430454389,V4,9.0
sub-03,0.05083991248168835,V4,10.0
sub-03,0.035164909135468346,V4,11.0
sub-03,0.025800299218161377,V4,12.0
sub-03,0.0666477537439308,V4,13.0
sub-03,0.06616704359302607,V4,14.0
sub-03,0.07316306484856853,V4,15.0
sub-03,0.12564310486791505,V4,16.0
sub-03,0.05259145280202909,V4,17.0
sub-03,0.06723987550505509,V4,18.0
sub-03,0.06262850985867764,V4,19.0
sub-03,0.045528540107792385,V4,20.0
sub-03,0.10900498693164583,V4,21.0
sub-03,0.07488395718071145,V4,22.0
sub-03,0.04752717390642665,V4,23.0
sub-03,0.0512103135142301,V4,24.0
sub-03,0.0399226024029762,V4,25.0
sub-03,0.0910876269719659,V4,26.0
sub-03,0.05327913704978792,V4,27.0
sub-03,0.06777213138668202,V4,28.0
sub-03,0.04058885691707721,V4,29.0
sub-03,0.047083056769460126,V4,30.0
sub-03,0.04072071647113531,V4,31.0
sub-03,0.06677494715242557,V4,32.0
sub-03,0.04508803117828662,V4,33.0
sub-03,0.07177146816641651,V4,34.0
sub-03,0.03694892443212781,V4,35.0
sub-03,0.04947985246740426,V4,36.0
sub-03,0.16263938398446462,V4,37.0
sub-03,0.08327589650629978,V4,38.0
sub-03,0.02650872349945482,V4,39.0
sub-03,0.06140565598081994,V4,40.0
sub-03,0.05300693981131995,V4,41.0
sub-03,0.126142105710792,V4,42.0
sub-03,0.041942464554388395,V4,43.0
sub-03,0.04793189573930321,V4,44.0
sub-03,0.06691201186513185,V4,45.0
sub-03,0.06598729635614232,V4,46.0
sub-03,0.05337410320843416,V4,47.0
sub-03,0.060565132042683545,V4,48.0
sub-03,0.06413524585028592,V4,49.0
sub-03,0.05349836554349445,V4,50.0
sub-03,0.012543713301920055,HVC,1.0
sub-03,0.044289031647072735,HVC,2.0
sub-03,0.019407367224926374,HVC,3.0
sub-03,0.02155995939864093,HVC,4.0
sub-03,0.014487865447009635,HVC,5.0
sub-03,0.02142628783770492,HVC,6.0
sub-03,0.02276527124532372,HVC,7.0
sub-03,0.009212003367283192,HVC,8.0
sub-03,0.024053516100529634,HVC,9.0
sub-03,0.037535094052652075,HVC,10.0
sub-03,0.011335247163597526,HVC,11.0
sub-03,0.011299589995754599,HVC,12.0
sub-03,0.021643361481686444,HVC,13.0
sub-03,0.023813478337120046,HVC,14.0
sub-03,0.03408167362164346,HVC,15.0
sub-03,0.03873389215513697,HVC,16.0
sub-03,0.018397501142337708,HVC,17.0
sub-03,0.02778726206848908,HVC,18.0
sub-03,0.02421637543744905,HVC,19.0
sub-03,0.021281286052012058,HVC,20.0
sub-03,0.01240764269715382,HVC,21.0
sub-03,0.04946140635984384,HVC,22.0
sub-03,0.014022827433303481,HVC,23.0
sub-03,0.028032977977809164,HVC,24.0
sub-03,0.0224430047168055,HVC,25.0
sub-03,0.021213219950857634,HVC,26.0
sub-03,0.06663723188686554,HVC,27.0
sub-03,0.027894145673571756,HVC,28.0
sub-03,0.017326168987533763,HVC,29.0
sub-03,0.026404772789941102,HVC,30.0
sub-03,0.013764791179018727,HVC,31.0
sub-03,0.05355186558723601,HVC,32.0
sub-03,0.03104819948078877,HVC,33.0
sub-03,0.028328780004553987,HVC,34.0
sub-03,0.013003526822296017,HVC,35.0
sub-03,0.022037850429732955,HVC,36.0
sub-03,0.03356752889418332,HVC,37.0
sub-03,0.048830674117605104,HVC,38.0
sub-03,0.019437295267785336,HVC,39.0
sub-03,0.01938421923825412,HVC,40.0
sub-03,0.036931986982767874,HVC,41.0
sub-03,0.01565949835578136,HVC,42.0
sub-03,0.015626600119556293,HVC,43.0
sub-03,0.018181536923059557,HVC,44.0
sub-03,0.023504327199929783,HVC,45.0
sub-03,0.018350597347278723,HVC,46.0
sub-03,0.02416610448262546,HVC,47.0
sub-03,0.031722696135820815,HVC,48.0
sub-03,0.0348785755394238,HVC,49.0
sub-03,0.0319688775848863,HVC,50.0
sub-04,0.013239017266177617,VC,1.0
sub-04,0.04113609546255103,VC,2.0
sub-04,0.03314834602652289,VC,3.0
sub-04,0.026184152143958993,VC,4.0
sub-04,0.03479067763306491,VC,5.0
sub-04,0.026453303908748244,VC,6.0
sub-04,0.03416215995840571,VC,7.0
sub-04,0.022139469933632715,VC,8.0
sub-04,0.026836840062170207,VC,9.0
sub-04,0.02770390536698889,VC,10.0
sub-04,0.02242303326808067,VC,11.0
sub-04,0.01928746003603761,VC,12.0
sub-04,0.02092927699774332,VC,13.0
sub-04,0.03685899818490665,VC,14.0
sub-04,0.05336466832822075,VC,15.0
sub-04,0.08271410087036521,VC,16.0
sub-04,0.0252068918949092,VC,17.0
sub-04,0.04900643264737668,VC,18.0
sub-04,0.01620037104587389,VC,19.0
sub-04,0.024312592538487564,VC,20.0
sub-04,0.04394481576264759,VC,21.0
sub-04,0.06127882438984253,VC,22.0
sub-04,0.04259466837376258,VC,23.0
sub-04,0.023109161370805913,VC,24.0
sub-04,0.020224422071500693,VC,25.0
sub-04,0.032042038283321486,VC,26.0
sub-04,0.031777395483130785,VC,27.0
sub-04,0.05513659280285709,VC,28.0
sub-04,0.049977452574243096,VC,29.0
sub-04,0.02613178076936334,VC,30.0
sub-04,0.03089995662960514,VC,31.0
sub-04,0.03277650207850898,VC,32.0
sub-04,0.04267991905095489,VC,33.0
sub-04,0.041846721350828155,VC,34.0
sub-04,0.016417228200201014,VC,35.0
sub-04,0.049387322847575375,VC,36.0
sub-04,0.08879144297253924,VC,37.0
sub-04,0.03762219151493911,VC,38.0
sub-04,0.03649695427612206,VC,39.0
sub-04,0.026379113190063096,VC,40.0
sub-04,0.01550379886755947,VC,41.0
sub-04,0.046729500727912085,VC,42.0
sub-04,0.0370777968673343,VC,43.0
sub-04,0.024183562201281913,VC,44.0
sub-04,0.05470878387487903,VC,45.0
sub-04,0.03963067588407439,VC,46.0
sub-04,0.023238126628752,VC,47.0
sub-04,0.03065714422743468,VC,48.0
sub-04,0.037139862626385606,VC,49.0
sub-04,0.03262788402492038,VC,50.0
sub-04,0.034072834197648616,V1,1.0
sub-04,0.0924798556909482,V1,2.0
sub-04,0.07573354412609307,V1,3.0
sub-04,0.048631236940900144,V1,4.0
sub-04,0.05312860575584081,V1,5.0
sub-04,0.0595068229282217,V1,6.0
sub-04,0.07438038347151019,V1,7.0
sub-04,0.03452804878432679,V1,8.0
sub-04,0.03639313055240142,V1,9.0
sub-04,0.05150589145323217,V1,10.0
sub-04,0.06008222772434732,V1,11.0
sub-04,0.053470803199867765,V1,12.0
sub-04,0.033853553673638855,V1,13.0
sub-04,0.08267123615921212,V1,14.0
sub-04,0.08065574990004841,V1,15.0
sub-04,0.16446886020874824,V1,16.0
sub-04,0.050665335031280186,V1,17.0
sub-04,0.09899710212959491,V1,18.0
sub-04,0.01990406630334645,V1,19.0
sub-04,0.04902446201269446,V1,20.0
sub-04,0.11365947513956948,V1,21.0
sub-04,0.07921720869159019,V1,22.0
sub-04,0.08119991778566503,V1,23.0
sub-04,0.04110522543646087,V1,24.0
sub-04,0.03429749896311383,V1,25.0
sub-04,0.05856515888851331,V1,26.0
sub-04,0.059648066502041866,V1,27.0
sub-04,0.1006927189198088,V1,28.0
sub-04,0.1142585331332284,V1,29.0
sub-04,0.030716917959880286,V1,30.0
sub-04,0.03878328147208383,V1,31.0
sub-04,0.052094699027387274,V1,32.0
sub-04,0.07206699363005925,V1,33.0
sub-04,0.09566767043445973,V1,34.0
sub-04,0.03688155493712513,V1,35.0
sub-04,0.10157246538024163,V1,36.0
sub-04,0.1721262746746937,V1,37.0
sub-04,0.06875597225295911,V1,38.0
sub-04,0.08914394670310244,V1,39.0
sub-04,0.06115833213041006,V1,40.0
sub-04,0.013400069198236782,V1,41.0
sub-04,0.11528096990669168,V1,42.0
sub-04,0.1070104493010776,V1,43.0
sub-04,0.0399954852800053,V1,44.0
sub-04,0.12805428923569398,V1,45.0
sub-04,0.07714390721785477,V1,46.0
sub-04,0.0655295301055245,V1,47.0
sub-04,0.0522357768240841,V1,48.0
sub-04,0.05940533314335023,V1,49.0
sub-04,0.06083557560472548,V1,50.0
sub-04,0.027821955063488897,V2,1.0
sub-04,0.04931391883787754,V2,2.0
sub-04,0.056117804884448,V2,3.0
sub-04,0.03030140757354514,V2,4.0
sub-04,0.050262982611455405,V2,5.0
sub-04,0.05025123843787608,V2,6.0
sub-04,0.06524459476750886,V2,7.0
sub-04,0.028125299812576308,V2,8.0
sub-04,0.03340385501794239,V2,9.0
sub-04,0.04448991363171524,V2,10.0
sub-04,0.03537340506445703,V2,11.0
sub-04,0.031068159237503213,V2,12.0
sub-04,0.03310094060162009,V2,13.0
sub-04,0.05599185798076896,V2,14.0
sub-04,0.0745646101578322,V2,15.0
sub-04,0.15591541338940604,V2,16.0
sub-04,0.044769717462434626,V2,17.0
sub-04,0.08952313855501663,V2,18.0
sub-04,0.02352735404617578,V2,19.0
sub-04,0.03634718166359197,V2,20.0
sub-04,0.07461694108204496,V2,21.0
sub-04,0.06831024999800377,V2,22.0
sub-04,0.05580501852443058,V2,23.0
sub-04,0.03288558177067855,V2,24.0
sub-04,0.031965948367324255,V2,25.0
sub-04,0.054604287248981954,V2,26.0
sub-04,0.05340462141442329,V2,27.0
sub-04,0.08919608567072435,V2,28.0
sub-04,0.08100601869987413,V2,29.0
sub-04,0.030692791938639784,V2,30.0
sub-04,0.03985747505830892,V2,31.0
sub-04,0.0439340848025574,V2,32.0
sub-04,0.05310838888205173,V2,33.0
sub-04,0.07403550890359825,V2,34.0
sub-04,0.0365957330706433,V2,35.0
sub-04,0.07828484081988078,V2,36.0
sub-04,0.17329563511205992,V2,37.0
sub-04,0.0361493719078139,V2,38.0
sub-04,0.06047498806023159,V2,39.0
sub-04,0.04941525446482111,V2,40.0
sub-04,0.014609810855522187,V2,41.0
sub-04,0.08197152935867202,V2,42.0
sub-04,0.06082806196707006,V2,43.0
sub-04,0.03830130869597225,V2,44.0
sub-04,0.08611312406939531,V2,45.0
sub-04,0.07180934634836068,V2,46.0
sub-04,0.04018168007132131,V2,47.0
sub-04,0.037678842956327584,V2,48.0
sub-04,0.05727374930467445,V2,49.0
sub-04,0.060676992590228226,V2,50.0
sub-04,0.02601759758009904,V3,1.0
sub-04,0.04555378802996126,V3,2.0
sub-04,0.04426485452391522,V3,3.0
sub-04,0.027573469709992506,V3,4.0
sub-04,0.057516322474063936,V3,5.0
sub-04,0.031275311493310115,V3,6.0
sub-04,0.04328507556419434,V3,7.0
sub-04,0.017303775333815347,V3,8.0
sub-04,0.022154670166075675,V3,9.0
sub-04,0.03480861859065747,V3,10.0
sub-04,0.037420958025135787,V3,11.0
sub-04,0.017947028051553755,V3,12.0
sub-04,0.037785999627544704,V3,13.0
sub-04,0.049601262580224716,V3,14.0
sub-04,0.07351905703208289,V3,15.0
sub-04,0.12091269260669742,V3,16.0
sub-04,0.04170012693346446,V3,17.0
sub-04,0.07431177418842282,V3,18.0
sub-04,0.02003507612378464,V3,19.0
sub-04,0.028635108751876862,V3,20.0
sub-04,0.06716985283910645,V3,21.0
sub-04,0.06828869003590059,V3,22.0
sub-04,0.046268467119625754,V3,23.0
sub-04,0.026662884771806047,V3,24.0
sub-04,0.03091894710710218,V3,25.0
sub-04,0.05742909142387787,V3,26.0
sub-04,0.04454357111425856,V3,27.0
sub-04,0.104769961897803,V3,28.0
sub-04,0.06342221178505099,V3,29.0
sub-04,0.03479098867224317,V3,30.0
sub-04,0.041483116119809836,V3,31.0
sub-04,0.04002837528311202,V3,32.0
sub-04,0.050165208572560356,V3,33.0
sub-04,0.047015945719475254,V3,34.0
sub-04,0.024609395908545377,V3,35.0
sub-04,0.06483019581851983,V3,36.0
sub-04,0.14974796282367536,V3,37.0
sub-04,0.031162341826263783,V3,38.0
sub-04,0.05019647812552781,V3,39.0
sub-04,0.02699396774472738,V3,40.0
sub-04,0.014202802477662181,V3,41.0
sub-04,0.07008195674151503,V3,42.0
sub-04,0.04249230880021902,V3,43.0
sub-04,0.030907055153379808,V3,44.0
sub-04,0.05415703406660233,V3,45.0
sub-04,0.06700761951977624,V3,46.0
sub-04,0.021055245749665295,V3,47.0
sub-04,0.03426401762699166,V3,48.0
sub-04,0.05307820801945897,V3,49.0
sub-04,0.04646174249504791,V3,50.0
sub-04,0.001861331202772783,V4,1.0
sub-04,0.03350402742353616,V4,2.0
sub-04,0.016675160443434027,V4,3.0
sub-04,0.020512555733740247,V4,4.0
sub-04,0.03554352980612822,V4,5.0
sub-04,0.018705036134308343,V4,6.0
sub-04,0.020486629143565256,V4,7.0
sub-04,0.017553141156852237,V4,8.0
sub-04,0.03825741672139347,V4,9.0
sub-04,0.03625279175506054,V4,10.0
sub-04,0.018153740368624997,V4,11.0
sub-04,0.006431153524969414,V4,12.0
sub-04,0.026506018258705542,V4,13.0
sub-04,0.021322835674463945,V4,14.0
sub-04,0.0652950791330038,V4,15.0
sub-04,0.025218863021007596,V4,16.0
sub-04,0.016643860186344245,V4,17.0
sub-04,0.0400377753014484,V4,18.0
sub-04,0.0232870939296236,V4,19.0
sub-04,0.014141810545358067,V4,20.0
sub-04,0.02090830962603714,V4,21.0
sub-04,0.0708952993830304,V4,22.0
sub-04,0.03185071035830621,V4,23.0
sub-04,0.02068912529699636,V4,24.0
sub-04,0.02319072305355762,V4,25.0
sub-04,0.01571873735515208,V4,26.0
sub-04,0.01853887938851003,V4,27.0
sub-04,0.06139912886581453,V4,28.0
sub-04,0.022652124974823662,V4,29.0
sub-04,0.025681633108255754,V4,30.0
sub-04,0.03134891057377699,V4,31.0
sub-04,0.03103671848439051,V4,32.0
sub-04,0.02706722308270032,V4,33.0
sub-04,0.021076192491412602,V4,34.0
sub-04,0.008306743360620922,V4,35.0
sub-04,0.04429544429807111,V4,36.0
sub-04,0.03202805842815309,V4,37.0
sub-04,0.027440076850759307,V4,38.0
sub-04,0.022207820225562443,V4,39.0
sub-04,0.018107907000298833,V4,40.0
sub-04,0.016316930606805502,V4,41.0
sub-04,0.030767614897998473,V4,42.0
sub-04,0.005424493883575229,V4,43.0
sub-04,0.008759674144479502,V4,44.0
sub-04,0.04444527063150938,V4,45.0
sub-04,0.024474521463379875,V4,46.0
sub-04,0.01313301830009358,V4,47.0
sub-04,0.0238364496623506,V4,48.0
sub-04,0.02921532335159493,V4,49.0
sub-04,0.02086614656539477,V4,50.0
sub-04,0.00034492088716792747,HVC,1.0
sub-04,0.025116037332924626,HVC,2.0
sub-04,0.01248533717606511,HVC,3.0
sub-04,0.016417834108073365,HVC,4.0
sub-04,0.006729208156634955,HVC,5.0
sub-04,0.012348655648037778,HVC,6.0
sub-04,0.012906435684664156,HVC,7.0
sub-04,0.016552891439396564,HVC,8.0
sub-04,0.02272404604969102,HVC,9.0
sub-04,0.015970893975208077,HVC,10.0
sub-04,0.0033634418773015014,HVC,11.0
sub-04,0.0036509637397915185,HVC,12.0
sub-04,0.010275696297121491,HVC,13.0
sub-04,0.014368938182175939,HVC,14.0
sub-04,0.02920287697420694,HVC,15.0
sub-04,0.016154299787050058,HVC,16.0
sub-04,0.005414492179886654,HVC,17.0
sub-04,0.010999342987756637,HVC,18.0
sub-04,0.011058127313131112,HVC,19.0
sub-04,0.010788538400415958,HVC,20.0
sub-04,0.007009963437544949,HVC,21.0
sub-04,0.05630540769301966,HVC,22.0
sub-04,0.01941359852227945,HVC,23.0
sub-04,0.014688680747667875,HVC,24.0
sub-04,0.008454769723392926,HVC,25.0
sub-04,0.008587733011445341,HVC,26.0
sub-04,0.01729180967963733,HVC,27.0
sub-04,0.015281065976540009,HVC,28.0
sub-04,0.010488450294486697,HVC,29.0
sub-04,0.023709623232141614,HVC,30.0
sub-04,0.024852613095354227,HVC,31.0
sub-04,0.025047960204090235,HVC,32.0
sub-04,0.03073468519897478,HVC,33.0
sub-04,0.01976717857249055,HVC,34.0
sub-04,0.0035142424258647574,HVC,35.0
sub-04,0.016984326314615477,HVC,36.0
sub-04,0.010446645126062611,HVC,37.0
sub-04,0.02967357809694226,HVC,38.0
sub-04,0.012976686714264137,HVC,39.0
sub-04,0.008925976076691986,HVC,40.0
sub-04,0.019470007902579516,HVC,41.0
sub-04,0.008335682004673342,HVC,42.0
sub-04,0.0051480749893180345,HVC,43.0
sub-04,0.013997760968965276,HVC,44.0
sub-04,0.019443925045725723,HVC,45.0
sub-04,0.006700567173767954,HVC,46.0
sub-04,0.010626364725591302,HVC,47.0
sub-04,0.022254075934961346,HVC,48.0
sub-04,0.023362395191633367,HVC,49.0
sub-04,0.013692937843650143,HVC,50.0
sub-05,0.004831198404342478,VC,1.0
sub-05,0.028831246047721013,VC,2.0
sub-05,0.008132599645071644,VC,3.0
sub-05,0.016467292815359552,VC,4.0
sub-05,0.014291136963970637,VC,5.0
sub-05,0.006401324784677178,VC,6.0
sub-05,0.01236220888077228,VC,7.0
sub-05,0.008121647635032082,VC,8.0
sub-05,0.01767206168271735,VC,9.0
sub-05,0.004196185036015138,VC,10.0
sub-05,0.009343097035012349,VC,11.0
sub-05,0.006865982484656941,VC,12.0
sub-05,0.008300479947346062,VC,13.0
sub-05,0.004920610726934041,VC,14.0
sub-05,0.017123634685364608,VC,15.0
sub-05,0.03609217466966296,VC,16.0
sub-05,0.017169041352087053,VC,17.0
sub-05,0.01910946664615807,VC,18.0
sub-05,0.009652676039052175,VC,19.0
sub-05,0.008885707118036207,VC,20.0
sub-05,0.02428256215095651,VC,21.0
sub-05,0.020158374178373413,VC,22.0
sub-05,0.0127601015887543,VC,23.0
sub-05,0.009720268528053785,VC,24.0
sub-05,0.005406140058013512,VC,25.0
sub-05,0.004443271805495055,VC,26.0
sub-05,0.028716693832440562,VC,27.0
sub-05,0.022953000270839394,VC,28.0
sub-05,0.009749736019296995,VC,29.0
sub-05,0.0021934636330479436,VC,30.0
sub-05,0.011537398197193443,VC,31.0
sub-05,0.022411717913332713,VC,32.0
sub-05,0.00920083305482581,VC,33.0
sub-05,0.008849154760612321,VC,34.0
sub-05,0.0021855552481981643,VC,35.0
sub-05,0.01325445074019695,VC,36.0
sub-05,0.02313841396751257,VC,37.0
sub-05,0.02063271537399459,VC,38.0
sub-05,0.005913783079055654,VC,39.0
sub-05,0.010909877131750326,VC,40.0
sub-05,0.011755626822446713,VC,41.0
sub-05,0.007632612724365985,VC,42.0
sub-05,0.01079674060386759,VC,43.0
sub-05,0.004344148671811142,VC,44.0
sub-05,0.009745640666613944,VC,45.0
sub-05,0.012836363684972542,VC,46.0
sub-05,0.010174973268562398,VC,47.0
sub-05,0.005654563368222704,VC,48.0
sub-05,0.012746326443627868,VC,49.0
sub-05,0.008426545795174689,VC,50.0
sub-05,0.003776099498121729,V1,1.0
sub-05,0.025352964570000656,V1,2.0
sub-05,0.01260033919255899,V1,3.0
sub-05,0.009716957069897449,V1,4.0
sub-05,0.014083461142820686,V1,5.0
sub-05,0.006258863438759834,V1,6.0
sub-05,0.014330349242689156,V1,7.0
sub-05,0.007669140177876421,V1,8.0
sub-05,0.008577016535061191,V1,9.0
sub-05,0.002298163679146789,V1,10.0
sub-05,0.018042708866516127,V1,11.0
sub-05,0.012497110063100668,V1,12.0
sub-05,0.001896765413510041,V1,13.0
sub-05,0.004959564208338994,V1,14.0
sub-05,0.008087030325355713,V1,15.0
sub-05,0.06478017999188686,V1,16.0
sub-05,0.020569603446508336,V1,17.0
sub-05,0.022103255369267084,V1,18.0
sub-05,0.00616486399455892,V1,19.0
sub-05,0.005538026428605729,V1,20.0
sub-05,0.03723883280497521,V1,21.0
sub-05,0.0166323541948283,V1,22.0
sub-05,0.007124991588137011,V1,23.0
sub-05,0.008051206522863537,V1,24.0
sub-05,0.005157204150172298,V1,25.0
sub-05,0.004322554416865498,V1,26.0
sub-05,0.028639243736471996,V1,27.0
sub-05,0.015575905873741304,V1,28.0
sub-05,0.018951990867099377,V1,29.0
sub-05,-0.0018582247247568248,V1,30.0
sub-05,0.008591541368079842,V1,31.0
sub-05,0.012035155314016022,V1,32.0
sub-05,0.00992967741751124,V1,33.0
sub-05,0.012172110165624018,V1,34.0
sub-05,-0.0022686474650595884,V1,35.0
sub-05,0.019994029829949366,V1,36.0
sub-05,0.034070971999672975,V1,37.0
sub-05,0.022660121215663583,V1,38.0
sub-05,0.012530988472701359,V1,39.0
sub-05,0.01103198277989836,V1,40.0
sub-05,0.004984851145526854,V1,41.0
sub-05,0.013703541565723546,V1,42.0
sub-05,0.017645695282762008,V1,43.0
sub-05,0.0052026126178113365,V1,44.0
sub-05,0.01068840570381803,V1,45.0
sub-05,0.014312072501901231,V1,46.0
sub-05,0.015347507765381782,V1,47.0
sub-05,0.0038338062704529217,V1,48.0
sub-05,0.007394640446021698,V1,49.0
sub-05,0.0046229078745790774,V1,50.0
sub-05,0.009854191249738213,V2,1.0
sub-05,0.01953012756055576,V2,2.0
sub-05,0.007184089923545564,V2,3.0
sub-05,0.016808275463918304,V2,4.0
sub-05,0.018788335005028124,V2,5.0
sub-05,0.006481355048516356,V2,6.0
sub-05,0.008760390873193672,V2,7.0
sub-05,0.0060282313421945516,V2,8.0
sub-05,0.002749174636930676,V2,9.0
sub-05,0.004490579324295911,V2,10.0
sub-05,0.01270617657822968,V2,11.0
sub-05,0.0028200229163330374,V2,12.0
sub-05,0.000408208891099493,V2,13.0
sub-05,0.006239095271966966,V2,14.0
sub-05,0.014610874042956303,V2,15.0
sub-05,0.053212838028467456,V2,16.0
sub-05,0.022311752859474,V2,17.0
sub-05,0.022874286270078974,V2,18.0
sub-05,0.0021319213291516163,V2,19.0
