Subject,Threshold 1,Threshold 5,ROI,Image index
sub01,0.0023672626286866797,0.0016746425284675812,V2,39
sub01,0.0025521118408099557,0.001805107300546386,V2,40
sub01,0.002928143216272301,0.002069636039011868,V2,41
sub01,0.0025235355365894737,0.0017690371828415993,V2,42
sub01,0.002098858106690224,0.0014704317778525074,V2,43
sub01,0.0022228830501339943,0.0015722507820823293,V2,44
sub01,0.0027931159109752177,0.0019038994415381185,V2,45
sub01,0.0020500469992280547,0.0014554216515643952,V2,46
sub01,0.0026861599391849807,0.0019093258103218425,V2,47
sub01,0.0027800498719503493,0.001952644301119051,V2,48
sub01,0.002189107246760435,0.0015779655228292172,V2,49
sub01,0.0028617837214345685,0.002036685085971796,V2,50
sub01,0.002338761407589184,0.0016470280839597116,V3,1
sub01,0.002573990895371246,0.0018270543318521016,V3,2
sub01,0.0025649497274054414,0.001824347794438835,V3,3
sub01,0.002624715489499701,0.001865424336089287,V3,4
sub01,0.002457058174910215,0.0017108593896922244,V3,5
sub01,0.0026648509913394635,0.0019645932154954693,V3,6
sub01,0.0028798259184720405,0.002091656814260175,V3,7
sub01,0.0026843969571731037,0.0018773491454872244,V3,8
sub01,0.0025556172816552786,0.0018134627942530015,V3,9
sub01,0.0028263651468002117,0.001945196493038038,V3,10
sub01,0.002697168984632309,0.0019188075178999077,V3,11
sub01,0.0025032282789783917,0.0017544851578004009,V3,12
sub01,0.0025054477885298634,0.0018215376465801362,V3,13
sub01,0.0027404570460228777,0.0018765085520012525,V3,14
sub01,0.002461953273170099,0.0017700897685088068,V3,15
sub01,0.002480997124609349,0.0017556951237351311,V3,16
sub01,0.002379566554509281,0.0016904804348676936,V3,17
sub01,0.0023581844187422897,0.0016558357572574193,V3,18
sub01,0.002363089734639706,0.0016863417043283752,V3,19
sub01,0.002527850476255609,0.0018105292049161368,V3,20
sub01,0.0026665314795910875,0.0018591508294956728,V3,21
sub01,0.003261606293008824,0.0023307500486736657,V3,22
sub01,0.0027670042532949098,0.0019944577629621846,V3,23
sub01,0.002555331932143521,0.0018181647916970945,V3,24
sub01,0.002387759543301957,0.0017303528502825788,V3,25
sub01,0.0024424704503704458,0.001713933010382913,V3,26
sub01,0.0026063341658349214,0.0018198304313687742,V3,27
sub01,0.002377982968214949,0.00166689294675151,V3,28
sub01,0.003631498032131389,0.0025581421466607077,V3,29
sub01,0.0026758179213681927,0.0019035363935326947,V3,30
sub01,0.0028970111059345143,0.002020761725424457,V3,31
sub01,0.0027917176016803782,0.001993519787865553,V3,32
sub01,0.002666510896601626,0.001847993632824377,V3,33
sub01,0.002483934688015327,0.001709871980519584,V3,34
sub01,0.0028270579496551956,0.002038454180602521,V3,35
sub01,0.002540155576321447,0.0018180567084126666,V3,36
sub01,0.002643346321375793,0.0018805103063135545,V3,37
sub01,0.0028010457663567765,0.002013492276606442,V3,38
sub01,0.002682077511270038,0.0019021866027467095,V3,39
sub01,0.002920096742976972,0.0020464216469863873,V3,40
sub01,0.0032904324031510983,0.002311194212692209,V3,41
sub01,0.0028365472526374748,0.0019683927293178026,V3,42
sub01,0.0024503839091920875,0.0017311670832707684,V3,43
sub01,0.0024512797253832923,0.0017886836391461012,V3,44
sub01,0.0030126543474830636,0.002131916755791058,V3,45
sub01,0.002436281411163274,0.0017071155131702352,V3,46
sub01,0.00299453296424933,0.0021194029578637434,V3,47
sub01,0.0030266235534856865,0.002159970297771667,V3,48
sub01,0.002647026001278178,0.001864358929409636,V3,49
sub01,0.0032269406066837347,0.00225097398596293,V3,50
sub01,0.002820890987666372,0.0019681450134250316,V4,1
sub01,0.0032989019324988784,0.0023163220719013403,V4,2
sub01,0.0030296991468307622,0.002162661068128792,V4,3
sub01,0.003063129958773387,0.002203601408352083,V4,4
sub01,0.003076909640882059,0.0021432750908670036,V4,5
sub01,0.0032382108114337687,0.002282296407619618,V4,6
sub01,0.003296187153972499,0.002278667798462913,V4,7
sub01,0.0032499333169577864,0.002316549047450564,V4,8
sub01,0.0030759215300131737,0.0022023665671079247,V4,9
sub01,0.0035558645555829028,0.0025552882349377517,V4,10
sub01,0.0032701095390315384,0.0023270791227307385,V4,11
sub01,0.0029786111439112964,0.002091789015888187,V4,12
sub01,0.0031634564005230963,0.0021976697489763937,V4,13
sub01,0.003064426905435006,0.00215419888219451,V4,14
sub01,0.002836226383625404,0.002032684147436046,V4,15
sub01,0.0032761806975156954,0.00225492431031473,V4,16
sub01,0.003097183735240401,0.00220392977066084,V4,17
sub01,0.002831656323740711,0.002034474690031387,V4,18
sub01,0.003086483891454083,0.0021545019717022352,V4,19
sub01,0.003025193459969291,0.0021352142418133327,V4,20
sub01,0.002990889061404037,0.0021581060674103016,V4,21
sub01,0.003377388135783183,0.0023772743434531097,V4,22
sub01,0.0033693861424912166,0.0023728587111537217,V4,23
sub01,0.0032339722541755017,0.0022886053466091337,V4,24
sub01,0.003044136407651429,0.002174679088561559,V4,25
sub01,0.0029220900436592472,0.0021038713021159314,V4,26
sub01,0.0030466491392859684,0.0021211133519812237,V4,27
sub01,0.0029505766644299237,0.0020778219398448795,V4,28
sub01,0.00396806609539794,0.0027756479339418358,V4,29
sub01,0.002906627427889013,0.0020649259032576835,V4,30
sub01,0.0034471965861598464,0.00242093733411401,V4,31
sub01,0.003420348415693367,0.0023892704007058385,V4,32
sub01,0.0031067305107152763,0.002221932509131817,V4,33
sub01,0.0029900411903340638,0.002119077054927267,V4,34
sub01,0.0032405183099960414,0.0022992967756994987,V4,35
sub01,0.0030083177113951237,0.00216669221409662,V4,36
sub01,0.003193478657341493,0.002257381855663182,V4,37
sub01,0.0031105443734121417,0.0022141539244805663,V4,38
sub01,0.0033665526526264465,0.0023972792531937116,V4,39
sub01,0.0033697699305185454,0.002348301404924532,V4,40
sub01,0.003724695402791685,0.0026007363642002027,V4,41
sub01,0.00343023726556744,0.002465037240908244,V4,42
sub01,0.0030538835683623913,0.002179289270288051,V4,43
sub01,0.003380335338064461,0.002375791050773972,V4,44
sub01,0.0034542401576715303,0.002439959846773828,V4,45
sub01,0.0029171151123740598,0.0020779689783593518,V4,46
sub01,0.003339350017366997,0.002405072187775306,V4,47
sub01,0.0033611760551542753,0.002365884782639895,V4,48
sub01,0.003245418333425137,0.0023045798690322053,V4,49
sub01,0.0037899139662066943,0.0027033602267293095,V4,50
sub01,0.0013783094804011558,0.0009986092062525143,HVC,1
sub01,0.0017444170033192109,0.001240280457410535,HVC,2
sub01,0.0016995475851032972,0.0011846806755153802,HVC,3
sub01,0.0016266297063869002,0.001160080116096583,HVC,4
sub01,0.001744905270131923,0.0011768694350521938,HVC,5
sub01,0.0016604651792756987,0.0011818711154441871,HVC,6
sub01,0.0016947693642645277,0.0011902996810443142,HVC,7
sub01,0.0016814929035392512,0.0012036027072993975,HVC,8
sub01,0.001664145604649556,0.001156449065918825,HVC,9
sub01,0.0018690221869955659,0.0013253610388771144,HVC,10
sub01,0.0017576435586964638,0.001251035752715328,HVC,11
sub01,0.001683432330118168,0.0011727486541521493,HVC,12
sub01,0.0016907576056737232,0.0012225682249353078,HVC,13
sub01,0.0016943007262409699,0.0012002555351519786,HVC,14
sub01,0.0016679117893806604,0.001185148339947813,HVC,15
sub01,0.001666603843034058,0.001213684658712507,HVC,16
sub01,0.0017613966918593761,0.0012202874416156638,HVC,17
sub01,0.0015025809880853073,0.0010835625367860394,HVC,18
sub01,0.0016049242170892931,0.0011346167340162765,HVC,19
sub01,0.001698168788281125,0.0011991226067179508,HVC,20
sub01,0.0017274555704201464,0.0011808994272119713,HVC,21
sub01,0.0018705434999998786,0.0013281305319375735,HVC,22
sub01,0.0018332308316273017,0.0013114423833861211,HVC,23
sub01,0.0015896749206872772,0.001119443394746896,HVC,24
sub01,0.0015665844347974762,0.001088816045089982,HVC,25
sub01,0.0016516794789230961,0.0011626154968229874,HVC,26
sub01,0.0016690095392409847,0.0011763212713004438,HVC,27
sub01,0.0016296238040701247,0.001146984149345187,HVC,28
sub01,0.002108418795797005,0.001486198326503734,HVC,29
sub01,0.0015540736759190282,0.0010943504889153646,HVC,30
sub01,0.0019254937452369643,0.001334514810665647,HVC,31
sub01,0.0016904076909656104,0.0012059898124268014,HVC,32
sub01,0.0016061831161858712,0.001150995941151188,HVC,33
sub01,0.0016118309802019535,0.0011532611407108855,HVC,34
sub01,0.0016740190170965131,0.0011992842333427625,HVC,35
sub01,0.001646696042207585,0.001159245530648184,HVC,36
sub01,0.001626177686199044,0.0011653151804830713,HVC,37
sub01,0.0016393121600675438,0.0011365297285749222,HVC,38
sub01,0.001725380262151121,0.0012480981263753843,HVC,39
sub01,0.0017626330446006478,0.0012343803256893752,HVC,40
sub01,0.0020034493942901934,0.0013908899227832163,HVC,41
sub01,0.001781166639772588,0.0012595877289751994,HVC,42
sub01,0.001618885574434206,0.0011266177901500746,HVC,43
sub01,0.0016970280725313305,0.0011892599392124461,HVC,44
sub01,0.0017798008166974156,0.0012415817050094875,HVC,45
sub01,0.0015074597617936844,0.0010792165407625186,HVC,46
sub01,0.0017594279618126068,0.0012068379488337584,HVC,47
sub01,0.0017336497419201465,0.0012574082347075485,HVC,48
sub01,0.0016926028220345874,0.0012426804147299348,HVC,49
sub01,0.002060698304326006,0.001436936708941604,HVC,50
sub02,0.0011895387727112034,0.000839732277607234,VC,1
sub02,0.0011285514910319443,0.0008040084596421681,VC,2
sub02,0.0010640529402933681,0.0007750299531500015,VC,3
sub02,0.0012472845034237092,0.0008938833302823148,VC,4
sub02,0.001172763825185587,0.0008381995875449978,VC,5
sub02,0.0011677909901875454,0.0008406448477979632,VC,6
sub02,0.0011364987579741428,0.0008004622630236406,VC,7
sub02,0.001231651608109119,0.0008553670303085677,VC,8
sub02,0.0011818633544456053,0.0008146616776098779,VC,9
sub02,0.0011694559553582624,0.0008177627013965889,VC,10
sub02,0.001123632811042869,0.0007953290998129204,VC,11
sub02,0.0011651969633462225,0.0008213187638689792,VC,12
sub02,0.001226910559524956,0.000853663292699411,VC,13
sub02,0.0010409170525425082,0.0007436805072342705,VC,14
sub02,0.0012835987230408793,0.0008902017527976266,VC,15
sub02,0.0010685449176174018,0.000755720143383357,VC,16
sub02,0.0010753540357604883,0.0007473034751469627,VC,17
sub02,0.0010965404868063396,0.0007752768758573697,VC,18
sub02,0.0011328062925443113,0.000814814772217177,VC,19
sub02,0.001265433943360423,0.000879380469251096,VC,20
sub02,0.0012261298864350097,0.0008341385406721714,VC,21
sub02,0.0010767342571284602,0.0007804517089779651,VC,22
sub02,0.0011085779401048654,0.0007833339095897435,VC,23
sub02,0.001216259077315923,0.0008443373283873294,VC,24
sub02,0.0012260738257597547,0.0008449161984087618,VC,25
sub02,0.0011018164611741558,0.0007613504659888729,VC,26
sub02,0.0012711997046806248,0.0009045179432933731,VC,27
sub02,0.001107202455219287,0.0007859986382817403,VC,28
sub02,0.001158797360778243,0.0008257941563788192,VC,29
sub02,0.001176440629558607,0.0008453366485561809,VC,30
sub02,0.0011205341670280941,0.000792335104762261,VC,31
sub02,0.0011771163080248248,0.000816622508322111,VC,32
sub02,0.0010863924375289866,0.0007762399568477888,VC,33
sub02,0.0012389026018026729,0.0008786966117129375,VC,34
sub02,0.0010837612617919214,0.0007417292798194286,VC,35
sub02,0.0011524406646155516,0.0008285061979003697,VC,36
sub02,0.001154620146842901,0.0008037404428092191,VC,37
sub02,0.0012031678128297525,0.0008453020669175519,VC,38
sub02,0.0012249988795298733,0.0008855136000797535,VC,39
sub02,0.0010940349953723935,0.0007706170508869952,VC,40
sub02,0.0011866304369387668,0.0008317468860002536,VC,41
sub02,0.001089308143725201,0.0007901726884933016,VC,42
sub02,0.0010673285624829025,0.0007404104523952721,VC,43
sub02,0.001112081257923735,0.0007715051776655383,VC,44
sub02,0.0011089179748396997,0.0008095076685314015,VC,45
sub02,0.001138202260187691,0.0008224706515366602,VC,46
sub02,0.0010711546298882134,0.0007676804953301207,VC,47
sub02,0.0011727669200975635,0.000830621354702725,VC,48
sub02,0.0010790980425818585,0.0007538811953102254,VC,49
sub02,0.0011384933198582226,0.0008136123542978349,VC,50
sub02,0.0024373171281861293,0.0017403935377696732,V1,1
sub02,0.00239686805804184,0.001697699142376963,V1,2
sub02,0.0022926489092880108,0.0015900869332469679,V1,3
sub02,0.002768215810612361,0.0018982279534709764,V1,4
sub02,0.002448172871300191,0.0017812012644562597,V1,5
sub02,0.0024293440367819342,0.001701016887013991,V1,6
sub02,0.002423130521155299,0.001724195589113168,V1,7
sub02,0.00258521362103735,0.0018176646375930936,V1,8
sub02,0.0025627684652649954,0.0017999320030628785,V1,9
sub02,0.0025257154148807808,0.0017517774975571716,V1,10
sub02,0.00243128754609538,0.0017491928738850462,V1,11
sub02,0.0025294461365701387,0.0017655781288654917,V1,12
sub02,0.0026781844427004042,0.0019226184841109931,V1,13
sub02,0.0022830436027940853,0.001616034588218514,V1,14
sub02,0.002675285601545733,0.0018515067642799698,V1,15
sub02,0.002293405692779663,0.001598114374253978,V1,16
sub02,0.0022821877944599433,0.0016095159441705089,V1,17
sub02,0.00238343463860862,0.0016786629040084415,V1,18
sub02,0.002477502058977,0.0017542116532645853,V1,19
sub02,0.002504549988648405,0.0017968579570302706,V1,20
sub02,0.0024128871006461826,0.001736225665692022,V1,21
sub02,0.002309933604055468,0.0016459601169176124,V1,22
sub02,0.0022446337665320585,0.0016322401108953544,V1,23
sub02,0.0025425091529251084,0.0017956655750912382,V1,24
sub02,0.0025128183571386346,0.0017984663414086417,V1,25
sub02,0.002251039851219689,0.001617146120991989,V1,26
sub02,0.002880723077362524,0.0020094012848490455,V1,27
sub02,0.002392402603333681,0.001681930243866934,V1,28
sub02,0.002340920982379111,0.0016223348176361266,V1,29
sub02,0.0026413454745442713,0.0018550136705118762,V1,30
sub02,0.0024359093984159955,0.0017497878269471295,V1,31
sub02,0.0024388938631778796,0.0017278852843113134,V1,32
sub02,0.0023246909958701966,0.0016773190255902591,V1,33
sub02,0.0025125574276707876,0.0017799116967477267,V1,34
sub02,0.002313730860137439,0.0016154622381734133,V1,35
sub02,0.002571296407736562,0.0018068564912594473,V1,36
sub02,0.0023650072333184905,0.001681021041925144,V1,37
sub02,0.002468126552310227,0.0017836434003637139,V1,38
sub02,0.002525826622302235,0.001804047771165056,V1,39
sub02,0.002331850083420377,0.0016205199344945479,V1,40
sub02,0.0024449581212474696,0.0017398489940438572,V1,41
sub02,0.0023987974823475988,0.0016505622109256274,V1,42
sub02,0.0022679652012368295,0.0015957378449181162,V1,43
sub02,0.0023547776792672104,0.0016733266996388021,V1,44
sub02,0.0023523862977244117,0.0016515365066384216,V1,45
sub02,0.0024259175273747768,0.0017399167412287756,V1,46
sub02,0.002270794045716474,0.0016021215040456108,V1,47
sub02,0.002344115366361294,0.0016817018420289445,V1,48
sub02,0.0022623932994929622,0.0016198368500863027,V1,49
sub02,0.002373379112210566,0.0017115160084454524,V1,50
sub02,0.002216562964821415,0.0015321063176982818,V2,1
sub02,0.0021458986119984465,0.0014975856187101398,V2,2
sub02,0.0021255678596371237,0.0014930638281020231,V2,3
sub02,0.0025877481347767483,0.0018185071804905542,V2,4
sub02,0.002283390775122311,0.0016451676899281195,V2,5
sub02,0.0023053635357237136,0.0016472004956888764,V2,6
sub02,0.002192408655364908,0.0015479772439200182,V2,7
sub02,0.0023963111435681547,0.0017225975633996735,V2,8
sub02,0.002239724140105054,0.0015900605049498973,V2,9
sub02,0.0022023684343847427,0.0015507193409198413,V2,10
sub02,0.0021114824604948935,0.001514435397454008,V2,11
sub02,0.002348490822755914,0.001676742283469702,V2,12
sub02,0.0023445245675759703,0.0016333245615455074,V2,13
sub02,0.0020727780414890214,0.0014669849027366167,V2,14
sub02,0.0025015422981078204,0.0017692962081706242,V2,15
sub02,0.0020953183842337356,0.001519358169700184,V2,16
sub02,0.0021313051106130187,0.0014917700308632936,V2,17
sub02,0.0021184569518608648,0.001522484272140537,V2,18
sub02,0.0023216808323508913,0.0016551323817381616,V2,19
sub02,0.002410917500856232,0.001700615512775613,V2,20
sub02,0.0023319269845310502,0.0016863296898210684,V2,21
sub02,0.0021168121436883503,0.001513172009279731,V2,22
sub02,0.0021148760059647585,0.0015082002466530464,V2,23
sub02,0.0022758430184778265,0.0015998568138539907,V2,24
sub02,0.0024015935057906308,0.0016760640572992245,V2,25
sub02,0.002049206102942615,0.0014426358061705737,V2,26
sub02,0.0026513254182696207,0.0018895484836863633,V2,27
sub02,0.00206759317682427,0.0014816832672947817,V2,28
sub02,0.002334830198263886,0.0016285404468631866,V2,29
sub02,0.002404849449929574,0.0016651458820883577,V2,30
sub02,0.002237396697869891,0.0015942206330603508,V2,31
sub02,0.0022604938902511702,0.001588624651170541,V2,32
sub02,0.0020340447092857287,0.0014362160150314946,V2,33
sub02,0.0023666711573230507,0.0016607501752127064,V2,34
sub02,0.0021638659097851297,0.0015390927733138695,V2,35
sub02,0.0022700146507714054,0.0015983221457765992,V2,36
sub02,0.0021986596579700785,0.0015832956238503323,V2,37
sub02,0.0023461644040302576,0.0016313110113677833,V2,38
sub02,0.0023659039756663675,0.0016097568900862642,V2,39
sub02,0.0021365297919450255,0.0015102645059785738,V2,40
sub02,0.0021822452059235622,0.0015834879502535277,V2,41
sub02,0.0022112380975003653,0.001532472422331636,V2,42
sub02,0.0019376470637860956,0.0013693736906115357,V2,43
sub02,0.002124383392670689,0.0015076336321327751,V2,44
sub02,0.0021697966101255186,0.001561962676625918,V2,45
sub02,0.0022525472645071876,0.0015858817332232422,V2,46
sub02,0.0021666202222968283,0.0015521000965634715,V2,47
sub02,0.0022919272249934384,0.001617789329714721,V2,48
sub02,0.0020061653360035586,0.001395823697398571,V2,49
sub02,0.002165577489423907,0.0015382664623410183,V2,50
sub02,0.0024514100178935315,0.0017205465366119095,V3,1
sub02,0.0024094384316522923,0.0017068683704446078,V3,2
sub02,0.0024856733942721985,0.001743319625864835,V3,3
sub02,0.002744416791961816,0.0020075008724767785,V3,4
sub02,0.002557435303696081,0.0017495172053964433,V3,5
sub02,0.0026923856731947545,0.0018880144322940165,V3,6
sub02,0.002484310118519814,0.001785104260405644,V3,7
sub02,0.002765636686169464,0.0019068720853268196,V3,8
sub02,0.002500792678711681,0.0017643636961333848,V3,9
sub02,0.0023748727882708853,0.001711517703716416,V3,10
sub02,0.0024145222436966767,0.0017255367007048862,V3,11
sub02,0.002526746865452713,0.0017469156532589803,V3,12
sub02,0.0027606605459428142,0.0019033248213701339,V3,13
sub02,0.0023957097505374367,0.001683939558818979,V3,14
sub02,0.0028840411972107702,0.0020623899078329104,V3,15
sub02,0.0023907173871275107,0.0016912707985362182,V3,16
sub02,0.0024031280763138507,0.0016991089175886426,V3,17
sub02,0.0023500196632710675,0.0016862530955847198,V3,18
sub02,0.0023669595478215113,0.0017252208552417903,V3,19
sub02,0.002739223116048356,0.0019903196166487407,V3,20
sub02,0.0026259060099909346,0.0018335962009972363,V3,21
sub02,0.0024840709281370834,0.0017290355420064333,V3,22
sub02,0.0021816740643266744,0.0015881898433242338,V3,23
sub02,0.0025282398667097958,0.001793032587339408,V3,24
sub02,0.0027568905825160737,0.001919499072722712,V3,25
sub02,0.002397231015896865,0.001637373086995781,V3,26
sub02,0.0028476561875361048,0.0020595733333342216,V3,27
sub02,0.002389134822673831,0.0016742915594122549,V3,28
sub02,0.0025435952386258787,0.0018228212790620398,V3,29
sub02,0.00258736611348945,0.0018731969307531659,V3,30
sub02,0.002595133438883522,0.001801177129426854,V3,31
sub02,0.0025512743293264273,0.0017815039308020269,V3,32
sub02,0.002396018077637873,0.0016713653233500641,V3,33
sub02,0.002757207030634424,0.0019470741746029146,V3,34
sub02,0.002383607154435444,0.0016302787938977904,V3,35
sub02,0.002547488515746134,0.0017935054568344454,V3,36
sub02,0.0026532429906382716,0.0018728185414704477,V3,37
sub02,0.002602935496203565,0.001834590841505004,V3,38
sub02,0.0027674905569484275,0.0019120080804247534,V3,39
