Source,Target,Number of samples,Profile correlation,Pattern correlation,Identification accuracy,Method,ROI,Layer
sub01,sub04,6000,0.1798620482560434,0.19060429472354318,0.7293877551020408,brain_loss,VC,conv3_1
sub01,sub04,6000,0.10343990263932125,0.11099882847615893,0.7546938775510204,brain_loss,VC,conv2_2
sub01,sub04,6000,0.17423751911646912,0.18585238990235298,0.6995918367346939,brain_loss,VC,conv2_1
sub01,sub04,6000,0.14803677459275652,0.15906897047450366,0.586530612244898,brain_loss,VC,conv1_2
sub01,sub04,6000,0.17431458311115133,0.19128317873766146,0.7477551020408164,brain_loss,VC,conv1_1
sub01,sub05,6000,0.46202911620823217,0.45893922876405085,0.7110204081632652,brain_loss,VC,fc8
sub01,sub05,6000,0.2996714498747717,0.31546465937760126,0.8971428571428569,brain_loss,VC,fc7
sub01,sub05,6000,0.3243196782374721,0.32589460179337076,0.8922448979591837,brain_loss,VC,fc6
sub01,sub05,6000,0.2827585013637054,0.24356548331975694,0.8293877551020408,brain_loss,VC,conv5_4
sub01,sub05,6000,0.2845996274779803,0.28223551502824756,0.9277551020408162,brain_loss,VC,conv5_3
sub01,sub05,6000,0.29497718387876337,0.29745217737210516,0.8959183673469387,brain_loss,VC,conv5_2
sub01,sub05,6000,0.29067418349305313,0.29257160324471965,0.929387755102041,brain_loss,VC,conv5_1
sub01,sub05,6000,0.23223800815084983,0.21743639898893227,0.9293877551020409,brain_loss,VC,conv4_4
sub01,sub05,6000,0.22462121505855395,0.2283957463247981,0.9281632653061225,brain_loss,VC,conv4_3
sub01,sub05,6000,0.2550588445531089,0.2692074683247,0.8228571428571427,brain_loss,VC,conv4_2
sub01,sub05,6000,0.27504606707282336,0.2882338633115241,0.8195918367346938,brain_loss,VC,conv4_1
sub01,sub05,6000,0.20110702926525373,0.20217796711456207,0.8151020408163265,brain_loss,VC,conv3_4
sub01,sub05,6000,0.22811075545947435,0.22207095377737854,0.8,brain_loss,VC,conv3_3
sub01,sub05,6000,0.17514454268846705,0.18197154659474446,0.797142857142857,brain_loss,VC,conv3_2
sub01,sub05,6000,0.15436741527711062,0.1604671082691919,0.6510204081632653,brain_loss,VC,conv3_1
sub01,sub05,6000,0.08548871906308347,0.08994861113519186,0.6893877551020406,brain_loss,VC,conv2_2
sub01,sub05,6000,0.15025164122333362,0.15710198897410435,0.6477551020408163,brain_loss,VC,conv2_1
sub01,sub05,6000,0.1352277823262185,0.13955576983324242,0.5636734693877551,brain_loss,VC,conv1_2
sub01,sub05,6000,0.1556526210233215,0.16303907102348847,0.6791836734693878,brain_loss,VC,conv1_1
sub02,sub01,6000,0.46088184500231794,0.46519797479316255,0.7857142857142857,brain_loss,VC,fc8
sub02,sub01,6000,0.28557754097660754,0.3155216649306346,0.9216326530612245,brain_loss,VC,fc7
sub02,sub01,6000,0.3182377375213228,0.3205956642279093,0.9085714285714288,brain_loss,VC,fc6
sub02,sub01,6000,0.2953450929017467,0.2535101355282864,0.8746938775510205,brain_loss,VC,conv5_4
sub02,sub01,6000,0.2973620726291216,0.2940324743065928,0.9420408163265305,brain_loss,VC,conv5_3
sub02,sub01,6000,0.3047316782362442,0.3099512036829947,0.9346938775510203,brain_loss,VC,conv5_2
sub02,sub01,6000,0.30038726228933604,0.30874636738197603,0.960408163265306,brain_loss,VC,conv5_1
sub02,sub01,6000,0.239770768806795,0.2341215365262627,0.9563265306122449,brain_loss,VC,conv4_4
sub02,sub01,6000,0.23055111719457555,0.24179074989343377,0.9575510204081632,brain_loss,VC,conv4_3
sub02,sub01,6000,0.25791488389344414,0.27782034443295034,0.893469387755102,brain_loss,VC,conv4_2
sub02,sub01,6000,0.2750829600578278,0.2930051018882724,0.8946938775510205,brain_loss,VC,conv4_1
sub02,sub01,6000,0.20514728948092154,0.21411450286625716,0.86,brain_loss,VC,conv3_4
sub02,sub01,6000,0.23089879724904527,0.23109928002683072,0.86,brain_loss,VC,conv3_3
sub02,sub01,6000,0.17551908940533767,0.1864498688267184,0.8473469387755102,brain_loss,VC,conv3_2
sub02,sub01,6000,0.15774000120922826,0.17004182743609708,0.7028571428571427,brain_loss,VC,conv3_1
sub02,sub01,6000,0.08848059785026983,0.09907127775498659,0.7253061224489795,brain_loss,VC,conv2_2
sub02,sub01,6000,0.15371080495637274,0.16764217074334867,0.6889795918367347,brain_loss,VC,conv2_1
sub02,sub01,6000,0.13997669581553465,0.15864428370314976,0.5861224489795918,brain_loss,VC,conv1_2
sub02,sub01,6000,0.15747039879280056,0.18272970396589713,0.7244897959183674,brain_loss,VC,conv1_1
sub02,sub03,6000,0.4645170639509134,0.46696578821598067,0.797142857142857,brain_loss,VC,fc8
sub02,sub03,6000,0.30281718578728295,0.32912831286795347,0.9261224489795917,brain_loss,VC,fc7
sub02,sub03,6000,0.3336740489953808,0.3355444702336568,0.9224489795918367,brain_loss,VC,fc6
sub02,sub03,6000,0.2937641580638697,0.26049985187034624,0.893061224489796,brain_loss,VC,conv5_4
sub02,sub03,6000,0.30171329927977986,0.302429191343434,0.9563265306122447,brain_loss,VC,conv5_3
sub02,sub03,6000,0.31196785182856096,0.3164323523262407,0.936326530612245,brain_loss,VC,conv5_2
sub02,sub03,6000,0.3094844115269958,0.3152023486180292,0.9620408163265306,brain_loss,VC,conv5_1
sub02,sub03,6000,0.24417027644316733,0.23720756663090128,0.9608163265306123,brain_loss,VC,conv4_4
sub02,sub03,6000,0.2368625707260551,0.2456577769870655,0.9551020408163265,brain_loss,VC,conv4_3
sub02,sub03,6000,0.26469858058143964,0.2831926092012022,0.8902040816326532,brain_loss,VC,conv4_2
sub02,sub03,6000,0.2850070662524934,0.30158011004356144,0.8963265306122449,brain_loss,VC,conv4_1
sub02,sub03,6000,0.21443976113826652,0.22135203028299189,0.8542857142857143,brain_loss,VC,conv3_4
sub02,sub03,6000,0.23830007410656792,0.2379454043314186,0.8620408163265307,brain_loss,VC,conv3_3
sub02,sub03,6000,0.1847868607969892,0.19387659066953472,0.8559183673469387,brain_loss,VC,conv3_2
sub02,sub03,6000,0.1659272827870224,0.17517522811783656,0.7069387755102041,brain_loss,VC,conv3_1
sub02,sub03,6000,0.09238558336718274,0.09898941996603866,0.7351020408163265,brain_loss,VC,conv2_2
sub02,sub03,6000,0.16052006585252113,0.17099663904208762,0.6902040816326531,brain_loss,VC,conv2_1
sub02,sub03,6000,0.1442953986394499,0.15808854955894172,0.586530612244898,brain_loss,VC,conv1_2
sub02,sub03,6000,0.1718106251736958,0.19099745717984185,0.7428571428571428,brain_loss,VC,conv1_1
sub02,sub04,6000,0.46656691079522944,0.4636876609254202,0.8012244897959184,brain_loss,VC,fc8
sub02,sub04,6000,0.29581155567586687,0.3188545946835204,0.9195918367346938,brain_loss,VC,fc7
sub02,sub04,6000,0.3198887786613013,0.3250424603704245,0.9081632653061225,brain_loss,VC,fc6
sub02,sub04,6000,0.29977108110411527,0.25980543443807763,0.8885714285714286,brain_loss,VC,conv5_4
sub02,sub04,6000,0.3025100835392547,0.2987852142443659,0.9457142857142857,brain_loss,VC,conv5_3
sub02,sub04,6000,0.3101507422158607,0.31464411709842266,0.9379591836734694,brain_loss,VC,conv5_2
sub02,sub04,6000,0.30689452561811403,0.3137606423319666,0.9640816326530611,brain_loss,VC,conv5_1
sub02,sub04,6000,0.24748850157232877,0.23997051383787646,0.9583673469387756,brain_loss,VC,conv4_4
sub02,sub04,6000,0.23893047080480903,0.24866475971523497,0.9563265306122449,brain_loss,VC,conv4_3
sub02,sub04,6000,0.26562761998129797,0.28517659734948403,0.8914285714285713,brain_loss,VC,conv4_2
sub02,sub04,6000,0.2837298210434339,0.3011789684991302,0.8910204081632652,brain_loss,VC,conv4_1
sub02,sub04,6000,0.2120539398060456,0.2194898260049544,0.8579591836734695,brain_loss,VC,conv3_4
sub02,sub04,6000,0.2376734682574221,0.23765786197791755,0.8551020408163267,brain_loss,VC,conv3_3
sub02,sub04,6000,0.1850675440389159,0.19480245618302613,0.8461224489795919,brain_loss,VC,conv3_2
sub02,sub04,6000,0.1636343998351077,0.17346569648110752,0.7024489795918367,brain_loss,VC,conv3_1
sub02,sub04,6000,0.09136252105518365,0.09744615925046039,0.7248979591836735,brain_loss,VC,conv2_2
sub02,sub04,6000,0.1579924970650709,0.16753714053031732,0.6804081632653063,brain_loss,VC,conv2_1
sub02,sub04,6000,0.137577459785832,0.14888112059404635,0.5791836734693877,brain_loss,VC,conv1_2
sub02,sub04,6000,0.16192507534855113,0.17646048687061774,0.7297959183673468,brain_loss,VC,conv1_1
sub02,sub05,6000,0.4352851651265236,0.43297657239608006,0.7134693877551019,brain_loss,VC,fc8
sub02,sub05,6000,0.2898096441380337,0.2991028661483244,0.8902040816326529,brain_loss,VC,fc7
sub02,sub05,6000,0.30364867977073434,0.30792949831162864,0.8832653061224491,brain_loss,VC,fc6
sub02,sub05,6000,0.26181953880205455,0.23232494259253234,0.8220408163265306,brain_loss,VC,conv5_4
sub02,sub05,6000,0.26428879287942647,0.2634484605653441,0.9085714285714285,brain_loss,VC,conv5_3
sub02,sub05,6000,0.27396751770241906,0.2765293611420659,0.8771428571428571,brain_loss,VC,conv5_2
sub02,sub05,6000,0.2662636070814599,0.27010342342552934,0.9179591836734693,brain_loss,VC,conv5_1
sub02,sub05,6000,0.20715850863405885,0.19362940246418223,0.9102040816326532,brain_loss,VC,conv4_4
sub02,sub05,6000,0.19715905975876333,0.20282574356403024,0.8991836734693878,brain_loss,VC,conv4_3
sub02,sub05,6000,0.22594591508925155,0.24107622022613487,0.8073469387755102,brain_loss,VC,conv4_2
sub02,sub05,6000,0.24299270751310664,0.2575460573721596,0.8004081632653061,brain_loss,VC,conv4_1
sub02,sub05,6000,0.17533841399299258,0.17906307597772403,0.7889795918367346,brain_loss,VC,conv3_4
sub02,sub05,6000,0.19985891382290685,0.19695704270525752,0.7820408163265304,brain_loss,VC,conv3_3
sub02,sub05,6000,0.1515589257730577,0.15852120269631,0.7718367346938776,brain_loss,VC,conv3_2
sub02,sub05,6000,0.1336867702226712,0.13926697847460218,0.6395918367346939,brain_loss,VC,conv3_1
sub02,sub05,6000,0.06928777467541909,0.0724880236994502,0.676734693877551,brain_loss,VC,conv2_2
sub02,sub05,6000,0.12511024364162632,0.12830991214465567,0.6355102040816326,brain_loss,VC,conv2_1
sub02,sub05,6000,0.11328677937956433,0.11646496717277383,0.553469387755102,brain_loss,VC,conv1_2
sub02,sub05,6000,0.1302506132970234,0.13573768386910248,0.6444897959183673,brain_loss,VC,conv1_1
sub03,sub01,6000,0.4630713067914894,0.4678574222507033,0.7657142857142857,brain_loss,VC,fc8
sub03,sub01,6000,0.3138326302446322,0.32823196091177487,0.9142857142857143,brain_loss,VC,fc7
sub03,sub01,6000,0.3319614304297211,0.3346571231782752,0.9093877551020408,brain_loss,VC,fc6
sub03,sub01,6000,0.2966431963735663,0.2612163221178799,0.8746938775510205,brain_loss,VC,conv5_4
sub03,sub01,6000,0.30269585072291616,0.30112868153844924,0.9485714285714283,brain_loss,VC,conv5_3
sub03,sub01,6000,0.3093058066159434,0.3152926795834042,0.9314285714285715,brain_loss,VC,conv5_2
sub03,sub01,6000,0.3037481854021656,0.3116501381968478,0.960408163265306,brain_loss,VC,conv5_1
sub03,sub01,6000,0.24256314894284237,0.23526545615549108,0.9481632653061223,brain_loss,VC,conv4_4
sub03,sub01,6000,0.2345269155232151,0.2443049939476846,0.9489795918367346,brain_loss,VC,conv4_3
sub03,sub01,6000,0.26337991186528886,0.28250748534042286,0.8844897959183673,brain_loss,VC,conv4_2
sub03,sub01,6000,0.2820451088856259,0.2989580648025772,0.8808163265306121,brain_loss,VC,conv4_1
sub03,sub01,6000,0.2127998913754299,0.21926423199925985,0.846530612244898,brain_loss,VC,conv3_4
sub03,sub01,6000,0.23711893663503347,0.23655167738546876,0.8387755102040816,brain_loss,VC,conv3_3
sub03,sub01,6000,0.18578533703446634,0.1959184417267468,0.8383673469387756,brain_loss,VC,conv3_2
sub03,sub01,6000,0.16500212597308783,0.17704426972717066,0.6959183673469387,brain_loss,VC,conv3_1
sub03,sub01,6000,0.09369453226153265,0.10411066080466995,0.7187755102040816,brain_loss,VC,conv2_2
sub03,sub01,6000,0.15803953932110934,0.16987848131006875,0.6714285714285715,brain_loss,VC,conv2_1
sub03,sub01,6000,0.13950573255155246,0.15319797111170733,0.5775510204081633,brain_loss,VC,conv1_2
sub03,sub01,6000,0.1605938720107931,0.1802759495299826,0.7163265306122447,brain_loss,VC,conv1_1
sub03,sub02,6000,0.4824569536061522,0.4838522834045492,0.7555102040816325,brain_loss,VC,fc8
sub03,sub02,6000,0.32224807449331266,0.33345150186654826,0.9191836734693878,brain_loss,VC,fc7
sub03,sub02,6000,0.339493757347765,0.34099087700809,0.906530612244898,brain_loss,VC,fc6
sub03,sub02,6000,0.30899468868335306,0.26312152227554303,0.8640816326530611,brain_loss,VC,conv5_4
sub03,sub02,6000,0.30572384562690863,0.3020079146252875,0.9444897959183671,brain_loss,VC,conv5_3
sub03,sub02,6000,0.31327134478397395,0.3158329564632226,0.9253061224489797,brain_loss,VC,conv5_2
sub03,sub02,6000,0.30915999981969944,0.3140006452333068,0.9587755102040815,brain_loss,VC,conv5_1
sub03,sub02,6000,0.2488455130226255,0.23571013761597132,0.9436734693877551,brain_loss,VC,conv4_4
sub03,sub02,6000,0.23775885138363326,0.24423553343163099,0.942857142857143,brain_loss,VC,conv4_3
sub03,sub02,6000,0.26548723561093457,0.2824491238489075,0.8685714285714287,brain_loss,VC,conv4_2
sub03,sub02,6000,0.28581877672462735,0.30065778152234696,0.8636734693877551,brain_loss,VC,conv4_1
sub03,sub02,6000,0.21476856856127438,0.21821371109022988,0.8363265306122449,brain_loss,VC,conv3_4
sub03,sub02,6000,0.24081700941048215,0.23674511208166635,0.8220408163265306,brain_loss,VC,conv3_3
sub03,sub02,6000,0.18770631104690957,0.19481777552551321,0.826530612244898,brain_loss,VC,conv3_2
sub03,sub02,6000,0.1664132161156546,0.17390950021045376,0.6783673469387754,brain_loss,VC,conv3_1
sub03,sub02,6000,0.09062522955575922,0.0951018812803995,0.6971428571428572,brain_loss,VC,conv2_2
sub03,sub02,6000,0.1549474146824686,0.16195783659305743,0.6518367346938776,brain_loss,VC,conv2_1
sub03,sub02,6000,0.1369436976856855,0.1462843451084017,0.5706122448979591,brain_loss,VC,conv1_2
sub03,sub02,6000,0.15961832170570245,0.17206243572625474,0.7155102040816328,brain_loss,VC,conv1_1
sub03,sub04,6000,0.4748546570491918,0.48012678440418566,0.7942857142857145,brain_loss,VC,fc8
sub03,sub04,6000,0.3097974433807514,0.33133133457882286,0.9187755102040814,brain_loss,VC,fc7
sub03,sub04,6000,0.3393690308171325,0.3415323466903664,0.9118367346938776,brain_loss,VC,fc6
sub03,sub04,6000,0.3055622227845528,0.2686415495373237,0.8930612244897961,brain_loss,VC,conv5_4
sub03,sub04,6000,0.31217203181052067,0.30795607610984477,0.9542857142857142,brain_loss,VC,conv5_3
sub03,sub04,6000,0.3176437798793744,0.3216624859891087,0.9391836734693877,brain_loss,VC,conv5_2
sub03,sub04,6000,0.31187721890585307,0.31839748390797046,0.963265306122449,brain_loss,VC,conv5_1
sub03,sub04,6000,0.25065333705552434,0.2412761516959936,0.9481632653061226,brain_loss,VC,conv4_4
sub03,sub04,6000,0.243548206244843,0.2512040084771805,0.950612244897959,brain_loss,VC,conv4_3
sub03,sub04,6000,0.27231625356394845,0.2901806127499585,0.8877551020408163,brain_loss,VC,conv4_2
sub03,sub04,6000,0.29172245913909184,0.3065605853743875,0.8836734693877549,brain_loss,VC,conv4_1
sub03,sub04,6000,0.2212183010226452,0.22482945141142877,0.8522448979591837,brain_loss,VC,conv3_4
sub03,sub04,6000,0.24642088007952967,0.24278128665796558,0.8424489795918367,brain_loss,VC,conv3_3
sub03,sub04,6000,0.19341521857778005,0.2013173493241492,0.8485714285714286,brain_loss,VC,conv3_2
sub03,sub04,6000,0.17079187398263487,0.17962788815591804,0.6987755102040818,brain_loss,VC,conv3_1
sub03,sub04,6000,0.0978816810840474,0.10339377496733318,0.7248979591836735,brain_loss,VC,conv2_2
sub03,sub04,6000,0.1659957717423778,0.17442563979773062,0.6689795918367346,brain_loss,VC,conv2_1
sub03,sub04,6000,0.15149497327188716,0.1600363034235141,0.5746938775510204,brain_loss,VC,conv1_2
sub03,sub04,6000,0.1805446600177683,0.1916436137912137,0.7277551020408163,brain_loss,VC,conv1_1
sub03,sub05,6000,0.45295608985186775,0.45657204648722394,0.7146938775510203,brain_loss,VC,fc8
sub03,sub05,6000,0.30363694694339255,0.30673502270277003,0.8771428571428572,brain_loss,VC,fc7
sub03,sub05,6000,0.32328102652111,0.3215052563128522,0.8861224489795917,brain_loss,VC,fc6
sub03,sub05,6000,0.28738162152680463,0.24483264993443882,0.8240816326530613,brain_loss,VC,conv5_4
sub03,sub05,6000,0.2800706823681762,0.27426769002544843,0.9114285714285713,brain_loss,VC,conv5_3
sub03,sub05,6000,0.28522403637878796,0.28759299434891883,0.8816326530612245,brain_loss,VC,conv5_2
sub03,sub05,6000,0.2772613692396146,0.2786528557428902,0.9126530612244897,brain_loss,VC,conv5_1
sub03,sub05,6000,0.21244876094418724,0.19826729161443676,0.9020408163265305,brain_loss,VC,conv4_4
sub03,sub05,6000,0.20755765421895847,0.2120618257436024,0.8959183673469389,brain_loss,VC,conv4_3
sub03,sub05,6000,0.23931817203187042,0.2522101987984706,0.7971428571428573,brain_loss,VC,conv4_2
sub03,sub05,6000,0.25860520968831263,0.26970575167297484,0.7885714285714285,brain_loss,VC,conv4_1
sub03,sub05,6000,0.19134447217394737,0.19142658587902683,0.7861224489795918,brain_loss,VC,conv3_4
sub03,sub05,6000,0.21515477012101306,0.20873476086408754,0.773469387755102,brain_loss,VC,conv3_3
sub03,sub05,6000,0.16635552268102502,0.17140364599671457,0.7718367346938776,brain_loss,VC,conv3_2
sub03,sub05,6000,0.1455406928146916,0.15161286552361658,0.6285714285714286,brain_loss,VC,conv3_1
sub03,sub05,6000,0.07739023959858647,0.08128814964628239,0.6628571428571428,brain_loss,VC,conv2_2
sub03,sub05,6000,0.1356316926057262,0.14067582901166065,0.6183673469387755,brain_loss,VC,conv2_1
sub03,sub05,6000,0.12453291752001797,0.1290236685825933,0.5559183673469388,brain_loss,VC,conv1_2
sub03,sub05,6000,0.14725723257893936,0.15374286440243504,0.6746938775510203,brain_loss,VC,conv1_1
sub04,sub01,6000,0.45077369065750583,0.45512377115720964,0.733469387755102,brain_loss,VC,fc8
sub04,sub01,6000,0.3043585807075433,0.31644524925062023,0.8971428571428572,brain_loss,VC,fc7
sub04,sub01,6000,0.331907199097643,0.32899022670563033,0.9020408163265305,brain_loss,VC,fc6
sub04,sub01,6000,0.2921466005242952,0.2584940374299304,0.8551020408163265,brain_loss,VC,conv5_4
sub04,sub01,6000,0.30428664791300225,0.30074659659451264,0.950204081632653,brain_loss,VC,conv5_3
sub04,sub01,6000,0.31582468755071547,0.3211232145530129,0.930612244897959,brain_loss,VC,conv5_2
sub04,sub01,6000,0.315073149163531,0.32430581936485836,0.9640816326530611,brain_loss,VC,conv5_1
sub04,sub01,6000,0.25678937040368155,0.24953828532007946,0.9677551020408163,brain_loss,VC,conv4_4
sub04,sub01,6000,0.24710567398014463,0.25624679425117125,0.9538775510204082,brain_loss,VC,conv4_3
sub04,sub01,6000,0.276194517148916,0.2955290315401592,0.8808163265306124,brain_loss,VC,conv4_2
sub04,sub01,6000,0.29526163311245807,0.31192268797995654,0.866938775510204,brain_loss,VC,conv4_1
sub04,sub01,6000,0.22190704897941252,0.22615851754059765,0.8436734693877551,brain_loss,VC,conv3_4
sub04,sub01,6000,0.2495755495553904,0.24614232993503818,0.8351020408163266,brain_loss,VC,conv3_3
sub04,sub01,6000,0.19112494576347436,0.2017021773198512,0.8240816326530611,brain_loss,VC,conv3_2
sub04,sub01,6000,0.16761488713715242,0.17963894331534913,0.6808163265306122,brain_loss,VC,conv3_1
sub04,sub01,6000,0.09396398809034495,0.10327386412543872,0.7089795918367346,brain_loss,VC,conv2_2
sub04,sub01,6000,0.15654892469846327,0.16744688163755397,0.6693877551020408,brain_loss,VC,conv2_1
sub04,sub01,6000,0.13045757095553456,0.14140079681744747,0.5583673469387754,brain_loss,VC,conv1_2
sub04,sub01,6000,0.13355027290525287,0.15516848036845526,0.6787755102040817,brain_loss,VC,conv1_1
sub04,sub02,6000,0.46322281234531965,0.4620006077587775,0.7093877551020408,brain_loss,VC,fc8
sub04,sub02,6000,0.30103404832306546,0.3146892561973841,0.8910204081632653,brain_loss,VC,fc7
sub04,sub02,6000,0.3205603212382129,0.32433714531351826,0.8881632653061226,brain_loss,VC,fc6
sub04,sub02,6000,0.28930403811533323,0.2533464218359493,0.8367346938775512,brain_loss,VC,conv5_4
sub04,sub02,6000,0.30279083442962945,0.29757973035484453,0.9428571428571427,brain_loss,VC,conv5_3
sub04,sub02,6000,0.3131468669387191,0.3166812342860812,0.9175510204081633,brain_loss,VC,conv5_2
sub04,sub02,6000,0.31133995567074796,0.3182692450528422,0.9551020408163265,brain_loss,VC,conv5_1
sub04,sub02,6000,0.2533280143040044,0.24317781530359212,0.9591836734693877,brain_loss,VC,conv4_4
sub04,sub02,6000,0.2407620954590957,0.24827615534639436,0.9469387755102041,brain_loss,VC,conv4_3
sub04,sub02,6000,0.2684943223371621,0.2863131361291803,0.8555102040816327,brain_loss,VC,conv4_2
sub04,sub02,6000,0.2884658681524785,0.3028312550296752,0.8383673469387756,brain_loss,VC,conv4_1
sub04,sub02,6000,0.2132021118389666,0.2153627547631104,0.8281632653061223,brain_loss,VC,conv3_4
sub04,sub02,6000,0.24015770523067864,0.23692853524852725,0.8183673469387756,brain_loss,VC,conv3_3
sub04,sub02,6000,0.18419438338068472,0.1928140401550949,0.8138775510204082,brain_loss,VC,conv3_2
sub04,sub02,6000,0.16036760857551768,0.16802716854344507,0.6587755102040816,brain_loss,VC,conv3_1
sub04,sub02,6000,0.08853972811038804,0.09192305329507436,0.6971428571428572,brain_loss,VC,conv2_2
sub04,sub02,6000,0.1534460436904658,0.16048080697710787,0.6571428571428573,brain_loss,VC,conv2_1
sub04,sub02,6000,0.13288760468960947,0.1381447928491955,0.566530612244898,brain_loss,VC,conv1_2
